site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Springfield, Royal Engineers Road and Mill Lane,, Maidstone, Kent",yes,,2017-12-01,,1.1,192,192,,local-authority-eng:MAI,not owned by a public authority,,,permissioned,full planning permission,05/2350.,,2017-12-01
"Springfield, Royal Engineers Road and Mill Lane,, Maidstone, Kent",yes,,2017-12-01,,1.55,310,310,,local-authority-eng:MAI,not owned by a public authority,,,permissioned,full planning permission,16/507471,,2017-12-01
"Springfield, Royal Engineers Road and Mill Lane,, Maidstone, Kent",yes,,2019-05-01,,6,295,190,,local-authority-eng:MAI,not owned by a public authority,,,permissioned,full planning permission,17/502432,,2017-12-01
"180-188, Union Street, Maidstone, Kent",yes,,2018-06-01,,0.54,48,48,,local-authority-eng:MAI,owned by a public authority,,,permissioned,full planning permission,17/504428,,2017-12-01
"Medway Street, Maidstone",yes,,2017-12-01,,0.24,40,40,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(13),,2017-12-01
"American Golf, Tonbridge Road, Maidstone, Maidstone, Kent, ME16 8RL",yes,,2017-12-01,,0.7645,65,65,,local-authority-eng:MAI,not owned by a public authority,,,permissioned,reserved matters approval,15/510179,,2017-12-01
"6, Tonbridge Road, Maidstone",yes,,2017-12-01,,0.1198,15,15,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(15),,2017-12-01
"Slencrest House, 3 Tonbridge Road,, Maidstone",yes,,2019-05-01,,0.15,20,20,,local-authority-eng:MAI,not owned by a public authority,,,completing,other,16/507491,,2017-12-01
"Laguna, Hart Street,, Maidstone",yes,,2017-12-01,,0.313,76,76,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(17),,2017-12-01
"Dunning Hall (off Fremlin Walk), Week Street,, Maidstone",yes,,2017-12-01,,0.03172,14,14,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(18),,2017-12-01
"18-21, Foster Street, Maidstone",yes,,2017-12-01,,0.03478,5,5,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(19),,2017-12-01
"Wren's Cross, Upper Stone Street,, Maidstone",yes,,2017-12-01,,0.4011,75,75,,local-authority-eng:MAI,owned by a public authority,,,permissioned,full planning permission,16/505425,,2017-12-01
"Whitmore Street, Maidstone",yes,,2017-12-01,,0.1235,5,5,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(22),,2017-12-01
"Bridge Industrial Centre, Wharf Road,, Tovil",yes,,2017-12-01,,0.5147,15,15,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(25),,2017-12-01
"Tovil Working Men's Club, Tovil Hill,, Tovil",yes,,2019-05-01,,0.4728,20,20,,local-authority-eng:MAI,not owned by a public authority,,,not permissioned,,H1(26),,2017-12-01
