site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
West Herts College site and Civic Zone Marlowes,yes,,2017-12-31,,5.70,500,500,Housing led development with mixed use replacement college and new Public Sector Quarter,local-authority-eng:DAC,owned by a public authority,2017-03-17,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,BLR/001,https://goo.gl/,2017-12-31
Hemel Hempstead Hospital site Hillfield Road,yes,,2017-12-31,,11.71,400,400,Previous permission expired. Housing led development with mixed use replacement hospital new 2 form entry primary school,local-authority-eng:DAC,owned by a public authority,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,BLR/002,https://goo.gl/,2017-12-31
Paradise/Wood Lane Hemel Hempstead,yes,,2017-12-31,,3.00,75,75,Housing led development with mixed used B1 business,local-authority-eng:DAC,mixed ownership,,,not permissioned,,BLR/003,https://goo.gl/,2017-12-31
Hemel Hempstead Station Gateway Station Road,yes,,2017-12-31,,4.32,140,140,Housing led development with mixed used transport interchange multi-story car park,local-authority-eng:DAC,mixed ownership,,,not permissioned,,BLR/004,https://goo.gl/,2017-12-31
Gossoms End / Billet Lane Berkhamsted,yes,,2017-12-31,,0.63,30,30,Housing led development with mixed used food store,local-authority-eng:DAC,not owned by a public authority,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,BLR/005,https://goo.gl/,2017-12-31
Berkhamsted Civic Centre and land to rear of High Street Berkhamsted,yes,,2017-12-31,,0.40,23,23,Housing led development with mixed use replacement Civic Centre,local-authority-eng:DAC,owned by a public authority,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,BLR/006,https://goo.gl/,2017-12-31
Market Square Hemel Hempstead,yes,,2017-12-31,,0.50,5,5,Housing led development with mixed use for leisure food and offices,local-authority-eng:DAC,owned by a public authority,,,not permissioned,,BLR/007,https://goo.gl/,2017-12-31
Land rear of 186-202 Belswains Lane,yes,,2017-12-31,,0.32,10,10,Housing led development,local-authority-eng:DAC,not owned by a public authority,,,not permissioned,,BLR/008,https://goo.gl/,2017-12-31
National Grid land 339-353 London Road Hemel Hempstead,yes,,2017-12-31,,4.32,350,350,Awaiting decision. Housing led development,local-authority-eng:DAC,not owned by a public authority,,http://www.dacorum.gov.uk/brownfield-land-register,not permissioned,,BLR/009,https://goo.gl/,2017-12-31
Ebberns Road Hemel Hempstead,yes,,2017-12-31,,1.00,30,30,Housing led development,local-authority-eng:DAC,not owned by a public authority,2016-04-12,http://www.dacorum.gov.uk/brownfield-land-register,permissioned,full planning permission,BLR/010,https://goo.gl/,2017-12-31
