site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Allen & Orr Timber Yard,yes,,2018-12-11,,0.86,39,1,"Included within draft local plan. The site has no significant physical or environmental constraints and those identified, including access, highway network limitations, heritage impact, air pollution, land stability should be mitigable.",local-authority-eng:CHS,not owned by a public authority,,,not permissioned,,POINT(-1.429687 53.23848),94,https://www.chesterfield.gov.uk/media/824279/94-allen-orr-timber-yard-chesterfield.pdf,2018-12-11
"Goldwell Rooms (Former) and 6 Ashgate Road, Chesterfield",yes,,2019-12-11,,0.62,70,1,"The site is appropriate for residential development in terms of access to centres, services and facilities. Identified constraints are likely to be mitigable.",local-authority-eng:CHS,owned by a public authority,2019-11-06,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=K5L2ZLEP00M00&activeTab=summary&previousCaseNumber=CHE%2F08%2F00553%2FFUL&keyVal=K5L3V6EP00200,permissioned,full planning permission,POINT(-1.439559 53.238599),108,https://www.chesterfield.gov.uk/media/562093/108-goldwell-rooms-former-and-6-ashgate-road-chesterfield.pdf,2017-12-19
"Ringwood Centre, Victoria Street, Brimington, Chesterfield",yes,,2017-12-19,,0.97,37,37,Site has full planning permission and development is currently underway.,local-authority-eng:CHS,not owned by a public authority,2016-04-05,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OTLJRQEP04100&activeTab=summary&previousCaseNumber=CHE%2F17%2F00533%2FTPO&keyVal=0019FWEPLI000,permissioned,reserved matters approval,POINT(-1.389072 53.264401),111,https://www.chesterfield.gov.uk/media/562096/111-ringwood-centre-victoria-street-brimington.pdf,2017-12-19
"292 Manor Road, Brimington, Chesterfield",yes,,2018-12-11,,0.87,26,26,Site has reserved matters permission.,local-authority-eng:CHS,not owned by a public authority,2018-11-20,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NPO7KTEP00T00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00344%2FOUT&keyVal=000Q6SEPLI000,permissioned,reserved matters approval,POINT(-1.390498 53.243204),125,https://www.chesterfield.gov.uk/media/562099/125-292-manor-road-brimington-chesterfield.pdf,2017-12-19
"Inkersall Social Club, Inkersall Green, Inkersall",yes,,2017-12-19,,0.53,16,1,The loss of the site to residential development has been accepted by the Council on the basis of alternative provision being within the same catchment as the Social Club. The site is appropriate for residential development and identified constriants are likely to be mitigable.,local-authority-eng:CHS,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=KUFQ6DEP01X00&activeTab=summary&previousCaseNumber=CHE%2F09%2F00756%2FOUT&keyVal=0017SQEPLI000,not permissioned,,POINT(-1.368983 53.251101),126,https://www.chesterfield.gov.uk/media/562102/126-inkersall-social-club-inkersall-green-inkersall.pdf,2017-12-19
"North East Derbyshire District Council Offices (Former), Saltergate, Chesterfield",yes,,2019-12-10,,0.65,29,1,"The site is appropriate for residential development, the loss of the offices on the site is policy compliant, there being no overriding planning reasons to protect the premises and land from other town centre uses. Identified constraints are likely to be mitigable. application awaiting decision (care units). Full application awaiting decision.",local-authority-eng:CHS,not owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=LW33IPEP02W00&activeTab=summary&previousCaseNumber=CHE%2F11%2F00835%2FCA&keyVal=001A6AEPLI000,not permissioned,,POINT(-1.432344 53.238098),128,https://www.chesterfield.gov.uk/media/562915/128-former-ne-derbyshire-district-council-offices-saltergate-chesterfield.pdf,2017-12-19
"Elm Street, Hollingwood, Brimington,",yes,,2017-12-19,,0.71,23,1,The site has been occupied by a permanent structure but the remains have not sufficiently blended into the landscape over the process of time. Whilst nearby schools are at capacity certain types of residential development would be possible without an increase in demand for school places. Furthermore the potential for expansion of the nearby schools is as yet undetermined. The site has constraints but non appear to be unmitigable and the site is appropriate for residential development.,local-authority-eng:CHS,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=K9JUV7EP00M00&activeTab=summary&previousCaseNumber=CHE%2F08%2F00727%2FFUL&keyVal=IPSH33EPN1000,not permissioned,,POINT(-1.387573 53.263396),145,https://www.chesterfield.gov.uk/media/562108/145-elm-street-hollingwood-brimington.pdf,2017-12-19
"Derwent House HOP, Ulverston Road, Chesterfield",yes,,2017-12-19,,0.57,17,1,The site is an appropriate location for residential development. Identified constraints are likely to be mitigable.,local-authority-eng:CHS,owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=N7DAM7EP00T00&activeTab=summary&previousCaseNumber=CHE%2F14%2F00441%2FDEM&keyVal=0014PGEPLI000,not permissioned,,POINT(-1.449788 53.253002),150,https://www.chesterfield.gov.uk/media/562111/150-derwent-house-hop-ulverston-road-chesterfield.pdf,2017-12-19
"Red House HOP & Spire Lodge, Sheffield Road, Chesterfield",yes,,2017-12-19,,0.91,25,1,On the basis that the site would only be available should Derbyshire County Council have concluded that the service/facility provided is no longer necessary the site is an appropriate location for residential development. The constraints posed by Sheffield Road to the west is not significant. Other identified constraints are likely to be mitigable.,local-authority-eng:CHS,owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=I00PCGEP20000&activeTab=summary&previousCaseNumber=CHE%2F04%2F00537%2FCPO&keyVal=0009EDEPLI000,not permissioned,,POINT(-1.424839 53.246898),151,https://www.chesterfield.gov.uk/media/562114/151-red-house-hop-spire-lodge-sheffield-road-chesterfield.pdf,2017-12-19
"Ash Glen Nursery (Former), Sheffield Road, Unstone",yes,,2017-12-19,,1.12,30,1,The site is not essential to ensuring an adequate supply of employment land or premises in terms of quantity. There is a need for further information on the relationship with adjoining commercial/industrial land uses and whether or not a good level of amenity might be feasible should adjoining land uses continue in commercial/industrial use. The site is not within walking distance of a centre and is not within a Regeneration Priority Area. There is insuffiicent information on the adequacy of education and GP provision in the locality. Accordingly the site is not currently considered to be appropriate for residential development.,local-authority-eng:CHS,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=8400130OLD&activeTab=summary&previousCaseNumber=CHE%2F0384%2F0184&keyVal=000DVTEPLI000,not permissioned,,POINT(-1.437771 53.278996),154,https://www.chesterfield.gov.uk/media/562117/154-ash-glen-nursery-former-sheffield-road-unstone.pdf,2017-12-19
"Boat Sales (Former), Sheffield Road, Unstone",yes,,2019-12-10,,1.3,48,48,Outline permission received. REM pending consideration.,local-authority-eng:CHS,not owned by a public authority,2017-10-10,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=O48IFAEP04100&activeTab=summary&previousCaseNumber=CHE%2F16%2F00171%2FOUT&keyVal=000DW4EPLI000,permissioned,outline planning permission,POINT(-1.437695 53.2802),156,https://www.chesterfield.gov.uk/media/562123/156-boat-sales-former-sheffield-road-unstone.pdf,2017-12-19
"Walton Hospital, Whitecotes Lane, Chesterfield",yes,,2019-12-10,,3.09,90,90,Outline permission lapsed in 2018.,local-authority-eng:CHS,not owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NJNL0NEPGXY00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00108%2FOUT&keyVal=00155XEPLI000,not permissioned,,POINT(-1.443739 53.221297),192,https://www.chesterfield.gov.uk/media/562126/192-walton-hospital-whitecotes-lane-chesterfield.pdf,2017-12-19
"Land South Of Walton Hospital, Harehill Road, Chesterfield",yes,,2019-12-10,,1.5,60,60,Outline permission lapsed in 2019.,local-authority-eng:CHS,not owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NUPO72EP00T00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00598%2FOUT&keyVal=NUQ08QEP03B00,not permissioned,,POINT(-1.43941 53.220198),193,https://www.chesterfield.gov.uk/media/562129/193-land-south-of-walton-hospital-harehill-road-chesterfield.pdf,2017-12-19
"Middle Farm, Duckmanton, Chesterfield",yes,,2019-12-11,,1.35,3,3,Site had full planning permission. Lapsed in 2017.,local-authority-eng:CHS,,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=ND6FUEEP02A00&activeTab=summary&previousCaseNumber=CHE%2F14%2F00728%2FFUL&keyVal=0015DLEPLI000,not permissioned,,POINT(-1.337547 53.243802),244,https://www.chesterfield.gov.uk/media/562132/244-middle-farm-duckmanton.pdf,2017-12-19
"The Conservatory Centre, Hazlehurst Lane, Stonegravels, Chesterfield",yes,,2019-12-09,,0.2,9,9,Site had outline planning permission which lapsed in Feb 2019.,local-authority-eng:CHS,not owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NUPLCAEP00T00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00595%2FOUT&keyVal=001996EPLI000,not permissioned,,POINT(-1.425114 53.245398),276,https://www.chesterfield.gov.uk/media/562135/276-the-conservatory-centre-hazlehurst-lane-stonegravels-chesterfield.pdf,2017-12-19
"Pondhouse Farm, Troughbrook Road, Hollingwood, Chesterfield",yes,,2017-12-19,,0.55,10,1,The brownfield element of the site is in a suitable location in respect to services and facilities and identified constraints are likely to be mitigable.,local-authority-eng:CHS,not owned by a public authority,,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OQPCVFEPL3U00&activeTab=summary&previousCaseNumber=CHE%2F17%2F00390%2FOUT&keyVal=000QS3EPLI000,not permissioned,,POINT(-1.376476 53.263599),315,https://www.chesterfield.gov.uk/media/562138/315-pondhouse-farm-troughbrook-road-hollingwood-chesterfield.pdf,2017-12-19
"Edale Road (garage court), Mastin Moor, Chesterfield",yes,,2017-12-19,,0.2,6,1,The site is within a regeneration priority area and is suitable in priniciple for residential (Housing) development despite being currently distant from existing services and facilities. Identified constraints are likely to be mitigable.,local-authority-eng:CHS,owned by a public authority,,,not permissioned,,POINT(-1.324821 53.2745),317,https://www.chesterfield.gov.uk/media/562141/317-edale-road-garage-court-mastin-moor.pdf,2017-12-19
"Land Off Dunston Road, Chesterfield",yes,,2018-12-11,,4.49,106,106,Reserved matters permission received. Dwellings under construction.,local-authority-eng:CHS,not owned by a public authority,2017-11-23,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=NJR4RQEPGYP00&activeTab=summary&previousCaseNumber=CHE%2F15%2F00116%2FOUT&keyVal=IF6PNZEP20000,permissioned,reserved matters approval,POINT(-1.450988 53.2681),336,https://www.chesterfield.gov.uk/media/562144/336-land-off-dunston-road-chesterfield.pdf,2017-12-19
"Basil Close, Chesterfield",yes,,2019-12-11,,0.15,22,22,Reserved matters permission received.,local-authority-eng:CHS,not owned by a public authority,2016-02-05,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=IA5SMDEPN1001,permissioned,reserved matters approval,POINT(-1.425202 53.2388),382,https://www.chesterfield.gov.uk/media/562150/382-basil-close-chesterfield-s41-7sl.pdf,2017-12-19
"Ryro Engineering, Shaw Street, Chesterfield",yes,,2019-12-11,,0.07,8,8,Reserved matters permission lapsed. New ouline permission approved April 2019.,local-authority-eng:CHS,not owned by a public authority,2019-04-08,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0019XEEPLI000,permissioned,outline planning permission,POINT(-1.425207 53.257497),383,https://www.chesterfield.gov.uk/media/562153/383-ryro-engineering-shaw-street-chesterfield.pdf,2017-12-19
"Former Social Club, Saltergate, Chesterfield",yes,,2017-12-19,,0.08,10,10,Full planning permission received. Under construction.,local-authority-eng:CHS,not owned by a public authority,2016-03-29,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=O0J36IEP03B00,permissioned,full planning permission,POINT(-1.435785 53.2385),385,https://www.chesterfield.gov.uk/media/562156/385-former-social-club-saltergate-chesterfield.pdf,2017-12-19
"Littlemoor Shopping Centre, Littlemoor Centre, Chesterfield",yes,,2019-12-11,,0.24,10,10,Full planning permission received. Work on site commenced.,local-authority-eng:CHS,not owned by a public authority,2016-04-26,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0014R7EPLI000,permissioned,full planning permission,POINT(-1.446095 53.255798),386,https://www.chesterfield.gov.uk/media/562159/386-littlemoor-shopping-centre-littlemoor-centre-s41-8qw.pdf,2017-12-19
"Avondale Surgery, 3 - 5 Avondale Road, Chesterfield, Derbyshire, Chesterfield",yes,,2019-12-11,,0.12,6,6,Full planning permission received. New permission pending consideration.,local-authority-eng:CHS,not owned by a public authority,2015-12-14,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000A1SEPLI000,permissioned,full planning permission,POINT(-1.437481 53.2417),387,https://www.chesterfield.gov.uk/media/562162/387-avondale-surgery-3-5-avondale-road-chesterfield.pdf,2017-12-19
"Hady Miners Welfare Club, Houldsworth Drive, Hady, Chesterfield",yes,,2019-12-11,,0.12,6,6,Reserved matters permission received. Currently under construction.,local-authority-eng:CHS,not owned by a public authority,2017-11-08,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=OQG3HVEPL2L00&activeTab=summary&previousCaseNumber=CHE%2F17%2F00375%2FREM&keyVal=0001PLEPLI000,permissioned,reserved matters approval,POINT(-1.400684 53.230599),388,https://www.chesterfield.gov.uk/media/562165/387-hady-miners-welfare-club-houldsworth-drive-hady.pdf,2017-12-19
"Post Office, 1, Market Place, Chesterfield",yes,,2018-12-11,,0.06,10,10,Full planning permission received.,local-authority-eng:CHS,not owned by a public authority,2018-06-20,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&previousKeyVal=O7Q0TDEPISM00&activeTab=summary&previousCaseNumber=CHE%2F16%2F00345%2FFUL&keyVal=0000UIEPLI000,permissioned,full planning permission,POINT(-1.429826 53.235901),389,https://www.chesterfield.gov.uk/media/562168/389-post-office-1-market-place-chesterfield.pdf,2017-12-19
"Jacksons Bakery, New Hall Road, Chesterfield",yes,,2017-12-19,,0.08,7,7,Full planning permission received.,local-authority-eng:CHS,not owned by a public authority,2016-11-22,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0014H4EPLI000,permissioned,full planning permission,POINT(-1.453942 53.234001),390,https://www.chesterfield.gov.uk/media/562171/390-jacksons-bakery-new-hall-road-chesterfield.pdf,2017-12-19
"Fridays Chip Shop, 109 Highfield Road, Chesterfield, Derbyshire, Chesterfield",yes,,2019-12-11,,0.09,5,5,Outline permission lapsed April 2018.,local-authority-eng:CHS,not owned by a public authority,2015-04-08,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00174IEPLI000,not permissioned,,POINT(-1.436471 53.246702),393,https://www.chesterfield.gov.uk/media/562174/393-fridays-chip-shop-109-highfield-road-chesterfield.pdf,2017-12-19
"Commerce Centre, Canal Wharf, Chesterfield",yes,,2019-12-10,,0.72,34,31,REM approved. Building work commenced.,local-authority-eng:CHS,not owned by a public authority,2019-04-16,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000PUIEPLI000,permissioned,reserved matters approval,POINT(-1.423654 53.24478),407,https://www.chesterfield.gov.uk/media/824282/407-commerce-centre-canal-wharf.pdf,2018-12-11
"Land Used For Storage and Premises Goyt Side Road, Chesterfield",yes,,2018-12-11,,0.22,8,8,Outline permission received.,local-authority-eng:CHS,not owned by a public authority,2017-12-12,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0010KREPLI000,permissioned,outline planning permission,POINT(-1.44569 53.232578),415,https://www.chesterfield.gov.uk/media/824249/415-land-used-for-storage-and-premises-goyt-side-road-chesterfield.pdf,2018-12-11
"The Elm Tree Inn, High Street, Staveley",yes,,2018-12-11,,0.14,23,23,Full planning permission received.,local-authority-eng:CHS,not owned by a public authority,2017-12-07,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=000M6SEPLI000,permissioned,full planning permission,POINT(-1.447055 53.232468),420,https://www.chesterfield.gov.uk/media/824252/420-the-elm-tree-inn-high-street-staveley.pdf,2018-12-11
Land On Goytside Road Corner Factory Street Chesterfield Derbyshire,yes,,2018-12-11,,0.12,5,5,Outline permission received.,local-authority-eng:CHS,not owned by a public authority,2017-12-12,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OY9TPUEP03B00,permissioned,outline planning permission,POINT(-1.352967 53.267627),422,https://www.chesterfield.gov.uk/media/824255/422-land-on-goytside-road-corner-factory-street-chesterfield.pdf,2018-12-11
"Former Medical Centre, 1 Tennyson Avenue, Chesterfield",yes,,2018-12-11,,0.06,5,5,Full planning permission received.,local-authority-eng:CHS,not owned by a public authority,2017-04-04,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=K1BMFFEP00200,permissioned,full planning permission,POINT(-1.433405 53.2383),423,https://www.chesterfield.gov.uk/media/824258/423-former-medical-centre-1-tennyson-avenue-chesterfield.pdf,2018-12-11
"The Travellers Rest, 425 Sheffield Road, Whittington Moor",yes,,2019-12-11,,0.06,12,12,Full planning permission received. Site cleared but permission cannot be implemented.,local-authority-eng:CHS,not owned by a public authority,2018-08-29,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=0014KQEPLI000,permissioned,full planning permission,POINT(-1.427831 53.258508),435,https://www.chesterfield.gov.uk/media/824267/435-the-travellers-rest-425-sheffield-road-whittington-moor.pdf,2018-12-11
"Victoria Hotel, Lowgates, Staveley",yes,,2018-12-11,,0.08,10,10,Full planning permission received.,local-authority-eng:CHS,not owned by a public authority,2018-08-07,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=00032BEPLI000,permissioned,full planning permission,POINT(-1.347981 53.269181),436,https://www.chesterfield.gov.uk/media/824270/436-victoria-hotel-lowgates-staveley.pdf,2018-12-11
"Knightsbridge Court, West Bars, Chesterfield",yes,,2018-12-11,,0.45,30,30,Full planning permission received.,local-authority-eng:CHS,not owned by a public authority,2018-06-26,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=ITCFTNEPN1000,permissioned,full planning permission,POINT(-1.433553 53.236189),437,https://www.chesterfield.gov.uk/media/824273/437-knightsbridge-court-west-bars-chesterfield.pdf,2018-12-11
"Land At Chester Street, Chesterfield",yes,,2018-12-11,,0.03,6,6,Outline permission received.,local-authority-eng:CHS,not owned by a public authority,2018-04-03,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=OOZ13WEP03B00,permissioned,outline planning permission,POINT(-1.440482 53.235601),438,https://www.chesterfield.gov.uk/media/824276/438-land-at-chester-street-chesterfield.pdf,2018-12-11
"87 New Square, Chesterfield",yes,,2019-12-11,,0.07,9,9,Full planning permission for change of use and conversion to 9 apartments.,local-authority-eng:CHS,not owned by a public authority,2019-01-04,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&keyVal=IB15TCEP20000&previousCaseNumber=CHE%2F18%2F00784%2FFUL&activeTab=summary&previousKeyVal=PI34JCEP00T00,permissioned,full planning permission,POINT(-1.430949 53.235898),441,https://www.chesterfield.gov.uk/media/1028169/441-87-new-square-chesterfield.pdf,2019-12-11
"29 and 29A Sheffield Road, Stonegravels",yes,,2019-12-11,,0.01,8,8,Full planning permission for change of use into house of multiple occupancy,local-authority-eng:CHS,not owned by a public authority,2019-06-25,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?previousCaseType=Application&keyVal=000TQ8EPLI000&previousCaseNumber=CHE%2F19%2F00255%2FCOU&activeTab=summary&previousKeyVal=PQPNHFEPG5K00,permissioned,full planning permission,POINT(-1.270096 53.242204),442,https://www.chesterfield.gov.uk/media/1028172/442-29-and-29a-sheffield-road-stonegravels.pdf,2019-12-11
"All Inn, Lowgates, Staveley",yes,,2019-12-11,,0.17,16,16,"Full planning permission - Conversion of existing pub (6-one bed flats) , new 3 storey building to front (6-one bed flats) two new single storey blocks arranged parallel to the east and west site boundaries (2-one bed flats) and 1.5 storey block to north of site (2-one bed flats)",local-authority-eng:CHS,not owned by a public authority,2019-06-11,https://publicaccess.chesterfield.gov.uk/online-applications/propertyDetails.do?activeTab=relatedCases&keyVal=L7AVJZEP00200,permissioned,full planning permission,POINT(-1.340264 53.269804),443,https://www.chesterfield.gov.uk/media/1028175/443-all-inn-lowgates-staveley.pdf,2019-12-11
