site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land at Guildford Park Road Surface Car Park, Guildford GU2 7NF",yes,,2017-09-27,,2.15,160,160,"Application ref. 16/P/01290. Demolition of existing garage buildings and redevelopment of the site to provide 160 residential apartments and houses (Use Class C3) with new infrastructure, parking, access, landscaping, cycle storage and associated facilities including private and communal amenity space together with a five storey 541 space multi-storey public car park (Sui Generis) and 825 sqm. (GEFA) flexible commercial floorspace (Use Class A1, B1 and D2) on the ground floor of the multi-storey car park",local-authority-eng:GRT,owned by a public authority,2017-01-23,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=summary&keyVal=_GUILD_DCAPR_171221,permissioned,full planning permission,BLR_003,https://www.guildford.gov.uk/media/26679/Land-at-Guildford-Park-Road-Surface-Car-Park-Guildford-GU2-7NF/pdf/BFLR2017_003,2017-09-27
"Land to the rear of 57, Manor Road, Tongham, GU10 1BA",yes,,2017-09-27,,0.31,9,9,"Application ref. 16/P/01913. Erection of 9 dwellings with associated access garages, carports and parking",local-authority-eng:GRT,mixed ownership,2016-11-30,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_173208,permissioned,full planning permission,BLR_005,https://www.guildford.gov.uk/media/26681/Land-to-the-rear-of-57-Manor-Road-Tongham-GU10-1BA/pdf/BFLR2017_005,2017-09-27
"The Flat, Dental Care, 26 Farnham Road, Guildford, GU2 4JN",yes,,2017-09-27,,0.28,1,1,"Application ref. 17/P/00051. Increase in ridge height to enable the addition of a two bedroom second floor flat. New external access stairs and door, dormer window and six rooflights to side elevations and Juliette balcony to rear (description amended 13/01/2017).",local-authority-eng:GRT,not owned by a public authority,2017-04-05,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_175672,permissioned,full planning permission,BLR_007,https://www.guildford.gov.uk/media/26683/The-Flat-Dental-Care-26-Farnham-Road-Guildford-GU2-4JN/pdf/BFLR2017_007,2017-09-27
"Land to the rear of Woodbridge Hill Filling Station, Aldershot Road, Guildford, GU2 8AG",yes,,2017-09-27,,0.22,8,8,Application ref. 16/P/01824. Erection of four two bedroom houses and two pairs of semi-detached three bedroom houses with rooms in the roof associated parking and access from Aldershot Road.,local-authority-eng:GRT,not owned by a public authority,2017-03-01,http://www2.guildford.gov.uk/publicaccess/applicationDetails.do?activeTab=documents&keyVal=_GUILD_DCAPR_172891,permissioned,full planning permission,BLR_012,https://www.guildford.gov.uk/media/26688/Land-to-the-rear-of-Woodbridge-Hill-Filling-Station-Aldershot-Road-Guildford-GU2-8AG/pdf/BFLR2017_012,2017-09-27
"Works, Poyle Road, Tongham, GU10 1DS",,,2017-09-27,,0.12,10,10,,local-authority-eng:GRT,not owned by a public authority,,,not permissioned,,BLR_015,https://www.guildford.gov.uk/media/26691/Works-Poyle-Road-Tongham-GU10-1DS/pdf/BFLR2017_015,2017-09-27
"Public House, Oxenden Road, Tongham",,,2017-09-27,,0.17,15,15,,local-authority-eng:GRT,not owned by a public authority,,,not permissioned,,BLR_016,https://www.guildford.gov.uk/media/26692/Public-House-Oxenden-Road-Tongham/pdf/BFLR2017_016,2017-09-27
"Builders Yard (Elms Garden), Glaziers Lane, Normandy",yes,,2017-09-27,,1.25,15,15,,local-authority-eng:GRT,not owned by a public authority,,,not permissioned,,BLR_017,https://www.guildford.gov.uk/media/26693/Builders-Yard-Elms-Garden-Glaziers-Lane-Normandy/pdf/BFLR2017_018,2017-09-27
"Slyfield Area Regeneration Project, Guildford",,,2017-09-27,,40,1000,1000,2017 Submission Local Plan allocation ref. A24,local-authority-eng:GRT,mixed ownership,,,not permissioned,,BLR_019,https://www.guildford.gov.uk/media/26695/Slyfield-Area-Regeneration-Project-Guildford/pdf/BFLR2017_019,2017-09-27
"Land at Westway, off Aldershot Road, Guildford",yes,,2017-09-27,,0.56,38,38,2017 Submission Local Plan allocation ref. A19,local-authority-eng:GRT,not owned by a public authority,,,not permissioned,,BLR_020,https://www.guildford.gov.uk/media/26696/Land-at-Westway-off-Aldershot-Road-Guildford/pdf/BFLR2017_020,2017-09-27
"Land at Guildford Cathedral, Alresford Road, Guildford",,,2017-09-27,,3.28,93,93,2017 Submission Local Plan allocation ref. A15,local-authority-eng:GRT,not owned by a public authority,,,not permissioned,,BLR_021,https://www.guildford.gov.uk/media/26697/Land-at-Guildford-Cathedral-Alresford-Road-Guildford/pdf/BFLR2017_021,2017-09-27
