site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"Station Street / Cradley Road, Cradley Heath (opp Majestic Cinema)",,,2016-06-30,,0.29,12,12,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.083187 52.469612),3031,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Cradley Heath Factory Centre, Woods Lane, Cradley Heath, B64 7AQ",,,2016-06-30,,3.32,135,135,DC/18/62535,local-authority-eng:SAW,,2016-03-23,,,outline planning permission,POINT(-2.089705 52.468322),3040,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Cradley Heath Factory Centre, Woods Lane, Cradley Heath, B64 7AQ",,,2020-01-15,,4.79,168,168,,local-authority-eng:SAW,,,,,Other,POINT(-2.089705 52.468322),3040,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Jewson Limited, 89 - 105 High Rowley, Regis",,,2016-06-30,,0.35,12,12,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.046539 52.476276),3044,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Land at Newton Rd, Great Barr",,,2016-06-30,,0.30,16,16,,local-authority-eng:SAW,owned by a public authority,2012-01-01,,,Other,POINT(-1.954144 52.542631),3048,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Land between Addington Way and River Tame, Temple Way (Rattlechain)",,,2017-12-01,,0.90,39,39,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.033644 52.517571),3049,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Mill Lane/ Langley Green Road, Oldbury",,,2017-12-01,,1.23,47,47,DC/18/62205,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.011002 52.489734),3128,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Batman's Hill Pupil Referral Unit, Adams Close, Princes End",,,2016-06-30,,0.63,28,28,under construction,local-authority-eng:SAW,,2014-09-22,,,full planning permission,POINT(-2.066946 52.544608),3138,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Corner of Batmans Hill Road and Hobart Road, Princes End, Tipton",,,2017-12-01,,0.23,8,8,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.06922 52.546476),3141,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Former Fisheries Site, Union Road, Oldbury",,,2016-06-30,,2.13,17,17,5 units completed,local-authority-eng:SAW,,2012-12-05,,,full planning permission,POINT(-2.025757 52.51182),3153,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"The Mill, Beaconview Road, West Bromwich",,,2016-06-30,,0.23,32,32,,local-authority-eng:SAW,,2016-01-18,,,full planning permission,POINT(-1.975596 52.54609),3185,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Brown Lion Street/ Bloomfield Road,,,2017-12-01,,0.45,25,25,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.072274 52.538617),3220,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Fox Oak Street/ St Annes Road, Kawasaki Garage",,,2016-06-30,,0.40,14,14,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.084841 52.472668),3225,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Hall Green Road, West Bromwich",,,2017-12-01,,5.20,53,53,DC/18/62904,local-authority-eng:SAW,,2016-05-20,,,reserved matters approval,POINT(-1.98838 52.547404),3227,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Yard adjacent Waterside Court, Titford Road, Oldbury, B69 4QW",,,2016-06-30,,0.04,6,6,DC/18/62459,local-authority-eng:SAW,,2016-01-07,,,outline planning permission,POINT(-2.021442 52.487332),3260,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Site Of Former New Talbot 457 Hagley Road,,,2020-01-15,,0.10,19,19,DC/19/62591,local-authority-eng:SAW,,2019-07-04,,,outline planning permission,POINT(-1.966184 52.473314),3309,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Site Of 180-190, Dudley Road, Rowley Regis",,,2016-06-30,,0.15,8,8,8 units under construction,local-authority-eng:SAW,,2012-06-20,,,full planning permission,POINT(-2.056776 52.490665),3310,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
West Road/South View Hamstead,,,2017-12-01,,1.01,47,47,"32 under construction, all others complete",local-authority-eng:SAW,,2018-04-12,,,full planning permission,POINT(-1.937254 52.536843),3427,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Unett Atreet/ Raglan Road,,,2017-12-01,,4.60,161,161,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.952815 52.488844),3462,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Lower High Street, (Station hotel & Dunns Site).",,,2016-06-30,,0.28,10,10,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-2.08912 52.469905),3467,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Johal Supersave, 90 Oxford Street, Wednesbury, WS10 0PY",,,2016-06-30,,0.01,5,5,under construction,local-authority-eng:SAW,,2015-05-01,,,full planning permission,POINT(-2.006151 52.552708),3500,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Edwin Richards Quarry, Portway Road, Rowley Regis",,,2016-06-30,,10.10,281,281,,local-authority-eng:SAW,,2018-02-06,,,outline planning permission,POINT(-2.047839 52.493141),3507,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Fmr Springfield & Brickhouse Neighbourhood Office And Adjacent Land Dudley Road Rowley Regis,,,2020-01-15,,0.65,26,26,DC/18/61922,local-authority-eng:SAW,,2018-10-15,,,full planning permission,POINT(-2.055758 52.489829),3508,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Former Doctors Surgery 56 Lower High Street Wednesbury,,,2017-12-01,,0.05,14,14,,local-authority-eng:SAW,,2017-01-13,,,full planning permission,POINT(-2.018583 52.551026),4774,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
Cottage Inn Wood Green Road Wednesbury,,,2017-12-01,,0.22,14,14,DC/17/60728,local-authority-eng:SAW,,2017-10-06,,,full planning permission,POINT(-2.008704 52.560242),4963,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"59 High Street, Rowley Regis,",,,2017-12-01,,0.09,6,6,under construction,local-authority-eng:SAW,,2013-12-12,,,full planning permission,POINT(-2.044625 52.475675),5099,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
Site Of Nos 118-152 Whitehall Road Tipton,,,2020-01-15,,0.41,20,20,,local-authority-eng:SAW,,2018-10-15,,,full planning permission,POINT(-2.029745 52.52569),5932,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Nags Head 34 Market Place Tipton,,,2017-12-01,,0.07,6,6,DC/18/62081,local-authority-eng:SAW,,2018-09-20,,,full planning permission,POINT(-2.036602 52.529824),5938,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Former Corus Premises, Bloomfield Rd, Tipton (5972",,,2020-01-15,,0.56,20,20,,local-authority-eng:SAW,,2019-06-25,,,Other,,5972,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Site Of Former Stone Cross Neighbourhood Office Clifton Lane West Bromwich,,,2020-01-15,,0.32,14,14,DC/18/61923,local-authority-eng:SAW,,2019-06-25,,,full planning permission,POINT(-1.982837 52.54352),6020,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Site Of Former Bridge Pub, Station Road, Oldbury",,,2016-06-30,,0.10,8,8,,local-authority-eng:SAW,,2015-07-09,,,full planning permission,POINT(-2.009205 52.491523),6061,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"D S Devey , Tividale Street, Tipton",,,2016-06-30,,0.10,7,7,,local-authority-eng:SAW,,2012-01-01,,,full planning permission,POINT(-2.057371 52.517706),6109,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"3 Bull Street West, Bromwich Ringway, West Bromwich, B70 6EU",,,2016-06-30,,0.03,5,5,5 units under construction,local-authority-eng:SAW,,2013-12-12,,,full planning permission,POINT(-1.989685 52.516839),6134,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
Site Of Former Lockup Garages Adjacent 37 And 39 Cornwall Avenue Oldbury,,,2020-01-15,,0.10,5,5,DC/19/62729,local-authority-eng:SAW,,2019-04-12,,,full planning permission,POINT(-2.000928 52.469867),6166,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"1-5, 8-17, 21, 72, 73 Market Square High Street Cradley Heath",,,2017-12-01,,0.17,19,19,under construction,local-authority-eng:SAW,,2015-07-20,,,full planning permission,POINT(-2.083131 52.471572),6178,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"Former Beer Garden Of Old Blue Ball, 19 Hall End, Wednesbury, WS10 9ED",,,2016-06-30,,0.11,6,6,DC/16/59015,local-authority-eng:SAW,,2016-05-06,,,full planning permission,POINT(-2.022111 52.556995),6196,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"West Cross Centre, Oldbury Road/Mallin Street, Smethwick",,,2016-06-30,,1.06,37,37,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.98988 52.502059),6206,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"87 Whitehall Road And Land Adjacent To, West Bromwich, B70 0HG",,,2016-06-30,,0.21,10,10,under construction,local-authority-eng:SAW,,2015-12-22,,,full planning permission,POINT(-2.026839 52.522095),6261,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
"Car Park, Junction Piddock Road/Crocketts Lane, Smethwick",,,2016-06-30,,0.24,11,11,DC/19/62835,local-authority-eng:SAW,,2019-04-29,,,full planning permission,POINT(-1.966154 52.493874),6279,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2016-06-30
The Old Post Office 325 High Street West Bromwich,,,2017-12-01,,0.08,6,6,,local-authority-eng:SAW,,2016-01-13,,,full planning permission,POINT(-1.997348 52.520983),6291,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
9 & Land Adj Station Street Cradley Heath,,,2017-12-01,,0.12,5,5,DC/16/59306,local-authority-eng:SAW,,2017-03-13,,,outline planning permission,POINT(-2.084188 52.469827),6316,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
Car Park Victoria Street West Bromwich,,,2017-12-01,,0.11,49,49,under construction,local-authority-eng:SAW,,2017-01-11,,,full planning permission,POINT(-1.995977 52.519095),6340,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
60 Sandon Road Birmingham,,,2017-12-01,,0.05,6,6,DC/16/59630,local-authority-eng:SAW,,2016-12-15,,,full planning permission,POINT(-1.965638 52.47531),6351,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
The Timbertree 65A Valley Road Cradley Heath,,,2017-12-01,,0.16,20,20,under construction,local-authority-eng:SAW,,2016-09-29,,,full planning permission,POINT(-2.070948 52.466321),6386,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
24 - 30 Claypit Lane West Bromwich,,,2017-12-01,,0.19,12,12,DC/16/59414,local-authority-eng:SAW,,2016-08-11,,,outline planning permission,POINT(-2.011291 52.524938),6403,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
54 Sandwell Road West Bromwich,,,2018-12-17,,0.27,10,10,under construction,local-authority-eng:SAW,,2017-09-28,,,full planning permission,POINT(-1.997421 52.523321),6430,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
"Eastern Gateway South (WBPr16), West Bromwich",,,2017-12-01,,1.60,150,150,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.989067 52.513764),6441,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
"George Street WBPr18, West Bromwich",,,2017-12-01,,0.74,26,26,,local-authority-eng:SAW,,2012-01-01,,,Other,POINT(-1.990157 52.514618),6442,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2017-12-01
206 Toll End Road Tipton DY4 0HF,,,2018-12-01,,0.19,11,11,DC/16/60065,local-authority-eng:SAW,,2017-09-28,,,outline planning permission,POINT(-2.03944 52.538021),6447,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-01
Warehouse 134 Franchise Street,,,2020-01-15,,0.14,13,13,DC/18/62129,local-authority-eng:SAW,,2018-10-04,,,outline planning permission,POINT(-2.020567 52.566893),6473,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Star and Garter, 252 Duchess Parade, West Bromwich",,,2020-01-15,,0.05,39,39,DC/18/61831,local-authority-eng:SAW,,2018-08-20,,,full planning permission,POINT(-1.994386 52.518484),6475,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"374 High Street, West Bromwich",,,2018-12-17,,0.13,97,97,PD/18/01005,local-authority-eng:SAW,,2018-09-11,,,full planning permission,POINT(-2.000015 52.52164),6476,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Trinity Motors Limited 150 - 152 High Street & 1 South Road Smethwick B66 3AJ,,,2018-12-17,,0.11,21,21,DC/17/60515,local-authority-eng:SAW,,2017-08-04,,,outline planning permission,POINT(-1.970263 52.49463),6477,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Regis Hall And Restaurant 152 Reddal Hill Road Cradley Heath B64 5JJ,,,2018-12-17,,0.19,10,10,DC/17/60471,local-authority-eng:SAW,,2017-09-29,,,outline planning permission,POINT(-2.069701 52.477874),6478,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Former Church Of God Of Prophecy 72 Regent Street Smethwick B66 3BH,,,2018-12-17,,0.08,11,11,,local-authority-eng:SAW,,2017-10-11,,,full planning permission,POINT(-1.96689 52.494458),6479,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
78A Oldbury Road Rowley Regis B65 0JS,,,2020-01-21,,0.19,30,30,DC/17/60876,local-authority-eng:SAW,,2017-10-20,,,full planning permission,POINT(-2.036013 52.477296),6480,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,
Former Regis Lodge 50 George Avenue Rowley Regis B65 9BD,,,2018-12-17,,0.35,39,39,DC/17/61157,local-authority-eng:SAW,,2018-01-31,,,full planning permission,POINT(-2.038855 52.477223),6481,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Thandi Coach Station Alma Street Smethwick B66 2RL,,,2018-12-17,,0.71,58,58,DC/17/60747,local-authority-eng:SAW,,2018-03-16,,,full planning permission,POINT(-1.949172 52.493562),6483,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
160 Halesowen Street Rowley Regis B65 0ES,,,2018-12-17,,0.05,6,6,under construction,local-authority-eng:SAW,,2018-04-20,,,full planning permission,POINT(-2.040399 52.475056),6484,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Priest House 14 Priest Street Cradley Heath B64 6JN,,,2018-12-17,,0.11,21,21,,local-authority-eng:SAW,,2018-05-10,,,full planning permission,POINT(-2.065735 52.474541),6485,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
230 Halesowen Road Cradley Heath B64 6HN Former Baclays Bank,,,2018-12-17,,0.05,6,6,,local-authority-eng:SAW,,2018-04-04,,,full planning permission,POINT(-2.067915 52.475376),6490,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
12 Lombard Street West Bromwich B70 8RU,,,2018-12-17,,0.18,40,40,,local-authority-eng:SAW,,2018-03-22,,,full planning permission,POINT(-1.99639 52.52092),6491,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
117 Station Road Cradley Heath B64 6PL,,,2018-12-17,,0.13,13,13,,local-authority-eng:SAW,,2017-09-08,,,full planning permission,POINT(-2.05678 52.471552),6510,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Site Of Hill Crest Littlemoor Hill Smethwick,,,2020-01-15,,0.44,22,22,under construction,local-authority-eng:SAW,,2018-05-09,,,full planning permission,POINT(-1.975551 52.492483),6523,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Site Of Former Great Bridge Neighbourhood Office Sheepwash Lane Tipton,,,2020-01-21,,0.02,14,14,under construction,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.031279 52.527605),6534,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,
Rear Of 33 - 39 Langley High Street Oldbury B69 4SN,,,2018-12-17,,0.07,5,5,,local-authority-eng:SAW,,2017-05-05,,,outline planning permission,POINT(-2.012917 52.49066),6558,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Land Adjacent 4 - 6 Shrubbery Avenue Tipton,,,2018-12-17,,0.35,20,20,under construction,local-authority-eng:SAW,,2018-01-17,,,full planning permission,POINT(-2.076044 52.527315),6576,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
First And Second Floors 280 High Street West Bromwich B70 8AQ,,,2018-12-17,,0.01,6,6,,local-authority-eng:SAW,,2017-11-08,,,full planning permission,POINT(-1.995565 52.51923),6584,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
Land Adjacent 20 Spring Head Wednesbury,,,2018-12-17,,0.04,9,9,DC/19/62572,local-authority-eng:SAW,,2017-10-12,,,outline planning permission,POINT(-2.017743 52.552375),6591,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
8 Station Road Cradley Heath B64 6PD,,,2018-12-17,,0.09,6,6,DC/17/60846,local-authority-eng:SAW,,2017-09-21,,,full planning permission,POINT(-2.062095 52.471909),6598,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2018-12-17
"376 High Street, (former New Hop Pole). West Bromwich, B70 9LB",,,2020-01-15,,0.03,14,14,DC/18/62067,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.000384 52.521918),6628,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Site of Former Kingsbury House and Resource Centre, King Street, Wednesbury",,,2020-01-15,,0.52,8,8,DC/18/62165,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.024321 52.553443),6630,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"18 Alexandra Raod, Tipton, 4 8TG",,,2020-01-15,,0.08,6,6,DC/18/61930,local-authority-eng:SAW,,,,,full planning permission,,6631,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Lockup Garagges rear of 27 to 37 Surfeit Hill Road, Cradley Heath",,,2020-01-15,,0.19,5,5,DC/18/62247,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.075574 52.468287),6632,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Former Shaftesbury House 402 High Street West Bromwich B70 9LB,,,2020-01-15,,0.40,70,70,DC/18/62124,local-authority-eng:SAW,,,,,outline planning permission,,6652,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Bellagio Ristorante Italiano 58-60 Seagar Street West Bromwich B71 4AN,,,2020-01-15,,0.20,29,29,DC/18/62437,local-authority-eng:SAW,,,,,outline planning permission,,6665,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
The Fomer New Talbot PH Hill Top West Bromwich B70 0PR,,,2020-01-15,,0.19,19,19,DC/18/62083,local-authority-eng:SAW,,,,,outline planning permission,,6677,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Coppice Street, West Bromwich",,,2020-01-15,,,11,11,,local-authority-eng:SAW,,,,,Other,,6681,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
"Site Of Former Cradley Print, Chester Road, Cradley Heath",,,2020-01-15,,1.01,51,51,DC/18/62111,local-authority-eng:SAW,,,,,full planning permission,POINT(-2.087486 52.469915),6743,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
24 - 28 Cape Hill Smethwick B66 4RP,,,2020-01-15,,,5,5,DC/18/62540,local-authority-eng:SAW,,,,,full planning permission,,6790,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
598 - 600 Bearwood Road Smethwick B66 4BW,,,2020-01-15,,,6,6,DC/19/63086,local-authority-eng:SAW,,,,,full planning permission,,6795,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
Former Resource Centre Lowry Close Smethwick,,,2020-01-15,,,20,20,DC/19/63392,local-authority-eng:SAW,,,,,full planning permission,,6801,http://www.sandwell.gov.uk/info/200317/planning_policy/3809/sandwell_brownfield_register,2020-01-15
