site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land at Sandygate Lane, Stairfoot, Barnsley, South Yorkshire, S71 5AW",yes,,2017-08-02,,0.5,14,14,Outline application for residential development.,local-authority-eng:BNS,,2016-06-29,,permissioned,outline planning permission,H2389,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"The former three Horseshoes Public House, Barnsley Road, Brierley, Barnsley, S72 9JT",,,2017-08-02,,0.3,9,9,Conversion of former public house into 7 apartments and erection of 2 detached dwellings.,local-authority-eng:BNS,,2017-02-22,,permissioned,full planning permission,H2441,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"West street, worsbrough dale, barnsley",yes,,2017-08-02,,1.5,70,70,Outline application including details of access and associated works for residential development (Resubmission of 2014/0125),local-authority-eng:BNS,,2017-03-23,,permissioned,outline planning permission,H2447,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Willowgarth high school, brierley road, grimethorpe, barnsley, s72 7aj",yes,,2017-08-02,,4.3,136,136,Residential development (outline).,local-authority-eng:BNS,,2013-09-09,,permissioned,outline planning permission,H2129,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Foundry street, elsecar",,,2017-08-02,,0.5,2,2,,local-authority-eng:BNS,,,,not permissioned,other,H0214,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Market street, goldthorpe, south yorkshire, s63 9nq",,,2017-08-02,,0.4,6,6,,local-authority-eng:BNS,,,,not permissioned,other,H0594,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"82 bondfield crescent, wombwell, barnsley, s73 8tl",,,2017-08-02,,1.8,60,60,,local-authority-eng:BNS,,,,not permissioned,other,H0819,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"'Fighting cocks', wombwell road, hoyland, barnsley",,,2017-08-02,,0.3,21,21,,local-authority-eng:BNS,,,,not permissioned,other,H1162,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Corner of wood street/heelis street, barnsley",,,2017-08-02,,0.9,21,21,,local-authority-eng:BNS,,,,not permissioned,other,H1290,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Land off station road, wombwell, barnsley, south yorkshire, s73 0bn",,,2017-08-02,,3.7,95,95,,local-authority-eng:BNS,,,,not permissioned,other,H1388,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Hoyle mill, pontefract road, barnsley.",,,2017-08-02,,0.5,42,42,,local-authority-eng:BNS,,,,not permissioned,other,H1351,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Land to the rear of 6 clayton lane, thurnscoe, rotherham, s63 0ru",,,2017-08-02,,0.3,10,10,,local-authority-eng:BNS,,,,not permissioned,other,H1401,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Land at 116 upper hoyland road, hoyland, barnsley.",,,2017-08-02,,0.3,11,11,,local-authority-eng:BNS,,,,not permissioned,other,H1477,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"47 victoria road, barnsley",,,2017-08-02,,0.3,21,21,,local-authority-eng:BNS,,,,not permissioned,other,H1489,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Steadhaven resource centre, bellwood crescent, hoyland, barn",,,2017-08-02,,0.4,19,19,,local-authority-eng:BNS,,,,not permissioned,other,H1541,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"155 wakefield road, barnsley, s71 1ng",,,2017-08-02,,0.3,24,24,,local-authority-eng:BNS,,,,not permissioned,other,H1740,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Former woolley colliery,,,2017-08-02,,4.1,86,86,,local-authority-eng:BNS,not owned by a public authority,,,not permissioned,other,AC1,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Former william freeman site, wakefield road",yes,,2017-08-02,,4.4,131,131,,local-authority-eng:BNS,not owned by a public authority,,,not permissioned,other,AC3,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site at Brunswick Street,yes,,2017-08-02,,1.4,45,45,,local-authority-eng:BNS,mixed ownership,,,not permissioned,other,H55,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site South of King Street,yes,,2017-08-02,,0.7,25,25,,local-authority-eng:BNS,owned by a public authority,,,not permissioned,other,311,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Former kings road school site,,,2017-08-02,,0.8,29,29,,local-authority-eng:BNS,not owned by a public authority,,,not permissioned,other,H64,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site at new street,yes,,2017-08-02,,1.1,35,35,,local-authority-eng:BNS,not owned by a public authority,,,not permissioned,other,308,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site at Garden House Farm,yes,,2017-08-02,,1.2,38,38,"Garden House Farm, Garden House Close, Monk Bretton. This brownfield site is part of a wider site (H29) proposed for housing in the Local Plan Publication Draft 2016. It is not anticipated that the part of the site included on the brownfield register be developed in isolation from the wider site.",local-authority-eng:BNS,mixed ownership,,,not permissioned,other,H29,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Land at Tankersley Lane,,,2017-08-02,,0.9,32,32,Land at Tankersley Lane. This brownfield site is part of a wider site (AC30) proposed for housing in the Local Plan Publication Draft 2016. It is not anticipated that the part of the site included on the brownfield register be developed in isolation from the wider site. The proposed policy also requires any development to be the subject to the production of a masterplan covering the entire site and also proposed employment site reference HOY1.,local-authority-eng:BNS,mixed ownership,,,not permissioned,other,AC30,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Former Reema Estate and adjoining land, off School Street",yes,,2017-08-02,,7,224,224,"Former Reema Estate and adjoining land, off School Street, Thurnscoe. This brownfield site is part of a wider site (H1) proposed for housing in the Local Plan Publication Draft 2016. It is not anticipated that the part of the site included on the brownfield register be developed in isolation from the wider site.",local-authority-eng:BNS,owned by a public authority,,,not permissioned,other,H1,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site at Blacker Lane,,,2017-08-02,,0.9,32,32,"Land north of Blacker Lane, Shafton. This brownfield site is part of a wider site (H22) proposed for housing in the Local Plan Publication Draft 2016. It is not anticipated that the part of the site included on the brownfield register be developed in isolation from the wider site.",local-authority-eng:BNS,not owned by a public authority,,,not permissioned,other,H22,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Land off Broadway,yes,,2017-08-02,,5.8,186,186,,local-authority-eng:BNS,mixed ownership,,,not permissioned,other,AC16,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Former wombwell high school,,,2017-08-02,,9.8,250,250,,local-authority-eng:BNS,owned by a public authority,,,not permissioned,other,AC40,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site of the former Foulstone School,,,2017-08-02,,1.6,51,51,The former Foulstone School. This brownfield site is part of a wider site (H41) proposed for housing in the Local Plan Publication Draft 2016. The proposed policy also requires any development to investigate options for either a small scale convenience shop that is in compliance with Local Plan Policy TC5 Local Shops or an extension to Darfield Local Centre that is in compliance with local and national policy to protect town centres.,local-authority-eng:BNS,owned by a public authority,,,not permissioned,other,H41,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
Site south of beever street,,,2017-08-02,,0.6,22,22,Land South of Beever Street Goldthorpe. This brownfield site is part of a wider site (H52) proposed for housing in the Local Plan Publication Draft 2016.,local-authority-eng:BNS,mixed ownership,,,not permissioned,other,H52,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Land at Shaw Lane, Carlton",yes,,2017-08-02,,8.7,278,278,,local-authority-eng:BNS,mixed ownership,,,not permissioned,other,AC12,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-02
"Land at Locksley Gardens, Birdwell",yes,,2017-08-10,,0.27,10,10,,local-authority-eng:BNS,not owned by a public authority,,,not permissioned,other,355,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-10
"Oughtbridge mill, oughtbridge",yes,,2017-08-10,,9,320,320,"The application is for around 320 dwellings for a wider site, incorporating land within in Sheffield City Council.. Demolition of existing buildings and structures and erection of residential development (Use Class C3) with means of site access including a new vehicular bridge and a pedestrian/cycle bridge across the River Don, and associated landscaping and infrastructure works (As amended by drawings received on the 11 and 16 August 2016)",local-authority-eng:BNS,not owned by a public authority,,,permissioned,outline planning permission,AC44,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-10
"Grove street, barnsley",,,2017-08-10,,0.5,12,12,,local-authority-eng:BNS,,,,not permissioned,other,H2474,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-10
Southern fringe development site,,,2017-08-10,,2.5,100,75,,local-authority-eng:BNS,mixed ownership,,,not permissioned,other,Town Centre Development Site 2,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-10
Courthouse campus,,,2017-08-10,,4.6,150,125,,local-authority-eng:BNS,owned by a public authority,,,not permissioned,other,Town Centre Development Site 3,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-10
"FORMER REMPLOY SITE, WEST ROAD, POGMOOR, BARNSLEY.",,,2017-08-10,,0.4,33,33,33 flats,local-authority-eng:BNS,,,,permissioned,reserved matters approval,H0602,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/brownfield-land-register/,2017-08-10
