site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"59 Cambridge Road, West Wimbledon, London, SW20 0SB",,,2017-12-31,,0.07,7,7,,local-authority-eng:MRT,not owned by a public authority,2004-11-29,,permissioned,full planning permission,04/P0775,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Part of ground, 1st & 2nd floors, 143 Cannon Hill Lane, Raynes Park, London, SW20 9BZ",,,2017-12-31,,0.02,5,5,,local-authority-eng:MRT,not owned by a public authority,2011-06-24,,permissioned,full planning permission,08/P0258,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"18 & 18a Oakwood Road, West Wimbledon, London, SW20 0PN",,,2017-12-31,,0.04,5,5,,local-authority-eng:MRT,not owned by a public authority,2010-02-03,,permissioned,full planning permission,08/P1522,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1 York Road, South Wimbledon, SW19 8TP",,,2017-12-31,,0.06,8,8,,local-authority-eng:MRT,not owned by a public authority,2009-09-29,,permissioned,full planning permission,08/P3098,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"85 - 86 High Street, Wimbledon, SW19 5EG",,,2017-12-31,,0.05,8,8,,local-authority-eng:MRT,not owned by a public authority,2012-07-11,,permissioned,full planning permission,09/P1848,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"472 London Road, Mitcham, CR4 4ED",,,2017-12-31,,0.05,5,5,,local-authority-eng:MRT,not owned by a public authority,2010-01-27,,permissioned,full planning permission,09/P2716,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"247 The Broadway, Wimbledon, SW19 1SD",,,2017-12-31,,0.14,9,9,,local-authority-eng:MRT,not owned by a public authority,2014-03-21,,permissioned,full planning permission,13/P0952,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1st, 2nd & 3rd Floors, 138-140 Alexandra Road, Wimbledon, SW19 7JY",,,2017-12-31,,0.05,12,12,,local-authority-eng:MRT,not owned by a public authority,2013-12-20,,permissioned,full planning permission,13/P3496,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1st & 2nd Floors, 296 Kingston Road, Raynes Park, SW20 8LX",,,2017-12-31,,0.06,7,7,,local-authority-eng:MRT,not owned by a public authority,2013-12-23,,permissioned,full planning permission,13/P3497,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1st, 2nd & 3rd Floors, 6-12 Gladstone Road, Wimbledon, SW19 1QT",,,2017-12-31,,0.22,11,11,,local-authority-eng:MRT,not owned by a public authority,2014-01-20,,permissioned,full planning permission,13/P3761,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1st & 2nd Floors, Ashville House, 131-139 The Broadway, Wimbledon, SW19 1QJ",,,2017-12-31,,0.09,11,11,,local-authority-eng:MRT,not owned by a public authority,2014-02-06,,permissioned,full planning permission,13/P4024,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"187 Commonside East, Mitcham, CR4 1HB",yes,,2017-12-31,,0.06,9,9,,local-authority-eng:MRT,not owned by a public authority,2016-07-27,,permissioned,full planning permission,14/P0792,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Rainbow Industrial Estate, Approach Road, Raynes Park, SW20 0JY",yes,,2017-12-31,,2.23,224,224,,local-authority-eng:MRT,not owned by a public authority,2016-05-23,,permissioned,full planning permission,14/P4287,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"78 Durham Road, West Wimbledon, SW20 0TL",yes,,2017-12-31,,0.03,5,5,,local-authority-eng:MRT,not owned by a public authority,2015-04-02,,permissioned,full planning permission,14/P1172,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Holt Lodge, London Road, Morden, SM4 5AN",yes,,2017-12-31,,0.07,7,7,,local-authority-eng:MRT,not owned by a public authority,2014-11-27,,permissioned,full planning permission,14/P2817,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"258 Coombe Lane, Raynes Park, SW20 0RW",yes,,2017-12-31,,0.25,5,5,,local-authority-eng:MRT,not owned by a public authority,2016-09-05,,permissioned,full planning permission,15/P2082,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"24a High Street, Wimbledon, SW19 5EE",,,2017-12-31,,0.04,5,5,,local-authority-eng:MRT,not owned by a public authority,2014-09-26,,permissioned,full planning permission,14/P3076,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Thornton House, 17 Hillside & Faraday House, 49 Thornton Road, West Wimbledon, SW19 4NQ",yes,,2017-12-31,,0.22,14,14,,local-authority-eng:MRT,not owned by a public authority,2014-11-17,,permissioned,full planning permission,14/P3574,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1st Floor and part of 2nd and 3rd Floors, Standor House, 284 London Road, Mitcham, CR4 3NB",yes,,2017-12-31,,0.13,16,16,,local-authority-eng:MRT,not owned by a public authority,2014-12-03,,permissioned,full planning permission,14/P3746,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"587 Kingston Road, Raynes Park, SW20 8SA",yes,,2017-12-31,,0.09,20,20,,local-authority-eng:MRT,not owned by a public authority,2015-04-29,,permissioned,full planning permission,14/P4537,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"40 Station Road, Colliers Wood, SW19 2LP",yes,,2017-12-31,,0.09,9,9,,local-authority-eng:MRT,not owned by a public authority,2016-11-17,,permissioned,full planning permission,15/P1156,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Units 1, 2, 3 and 6, Rowan Court, 56 High Street, Wimbledon, SW19 5EE",yes,,2017-12-31,,0.07,7,7,,local-authority-eng:MRT,not owned by a public authority,2015-05-19,,permissioned,full planning permission,15/P1193,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Phoenix House, 2A Amity Grove, Raynes Park, SW20 0LJ",yes,,2017-12-31,,0.07,9,9,,local-authority-eng:MRT,not owned by a public authority,2015-07-16,,permissioned,full planning permission,15/P1214,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Haig Housing Estate, Hill Top & Rhodes Moorhouse Court, Green Lane, Morden, SM4 5NS",yes,,2017-12-31,,1.21,68,68,,local-authority-eng:MRT,not owned by a public authority,2016-12-13,,permissioned,full planning permission,16/P1696,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Southey Bowling Club, 557 & 559 Kingston Road, Raynes Park, SW20 8SF",yes,,2017-12-31,,0.54,9,9,,local-authority-eng:MRT,not owned by a public authority,2016-12-19,,permissioned,full planning permission,15/P4083,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"50 Wimbledon Hill Road, Wimbledon, SW19 7PA",yes,,2017-12-31,,0.03,7,7,,local-authority-eng:MRT,not owned by a public authority,2016-07-19,,permissioned,full planning permission,15/P2313,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"14 High Street, Colliers Wood, SW19 2AE",yes,,2017-12-31,,0.03,8,8,,local-authority-eng:MRT,not owned by a public authority,2016-10-03,,permissioned,full planning permission,15/P4714,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Belvedere Court, 1A Courthope Road, Wimbledon Village, SW19 7RH",yes,,2017-12-31,,0.05,9,9,,local-authority-eng:MRT,not owned by a public authority,2017-05-23,,permissioned,full planning permission,16/P0298,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Pelham House, 32-34 Pelham Road, Wimbledon, SW19 1SX",yes,,2017-12-31,,0.09,6,6,,local-authority-eng:MRT,not owned by a public authority,2016-11-24,,permissioned,full planning permission,16/P2134,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"45A Crusoe Road, Mitcham, CR4 3LJ",yes,,2017-12-31,,0.08,6,6,,local-authority-eng:MRT,not owned by a public authority,2017-01-20,,permissioned,full planning permission,16/P2454,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"168 - 176 The Broadway, Wimbledon, SW19 1RX",yes,,2017-12-31,,0.02,6,6,,local-authority-eng:MRT,not owned by a public authority,2017-01-17,,permissioned,full planning permission,16/P2965,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"122-136 London Road, Mitcham, CR4 3LB",,,2017-12-31,,0.61,25,25,,local-authority-eng:MRT,not owned by a public authority,2004-10-06,,permissioned,outline planning permission,01/P0805,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Land adjacent to 4 Caesars Walk, Mitcham, CR4 4LE",,,2017-12-31,,0.34,11,11,,local-authority-eng:MRT,not owned by a public authority,2003-12-11,,permissioned,full planning permission,03/P0216,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Policrom House, 9 Station Road, Motspur Park, New Malden, KT3 6JJ",yes,,2017-12-31,,0.04,6,6,,local-authority-eng:MRT,not owned by a public authority,2016-09-19,,permissioned,full planning permission,16/P3104,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"42-46 London Road, Tooting, SW17 9HP",yes,,2017-12-31,,0.04,6,6,,local-authority-eng:MRT,not owned by a public authority,2016-10-20,,permissioned,full planning permission,16/P3269,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"225 - 231 Streatham Road and 1 The Bungalows, Streatham, SW16 6NZ",yes,,2017-12-31,,0.09,25,25,,local-authority-eng:MRT,not owned by a public authority,2017-06-23,,permissioned,full planning permission,16/P3598,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"1 - 3 London Road, Morden, SM4 5HX",yes,,2017-12-31,,0.02,6,6,,local-authority-eng:MRT,not owned by a public authority,2016-12-08,,permissioned,full planning permission,16/P3815,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Beacon House, 26-28 Worple Road, Wimbledon, SW19 4EE",yes,,2017-12-31,,0.08,12,12,,local-authority-eng:MRT,not owned by a public authority,2017-01-17,,permissioned,full planning permission,16/P4520,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Haslemere Industrial Estate, Ravensbury Terrace, Wimbledon Park, SW18 4HS",,,2017-12-31,,0.83,5,5,,local-authority-eng:MRT,not owned by a public authority,,,not permissioned,,17240214,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Chaucer Centre, Canterbury Road, Morden, SM4 6PX",,,2017-12-31,,0.63,5,5,,local-authority-eng:MRT,owned by a public authority,,,not permissioned,,17240045,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Kenley Road Car Park, Morden, SW19 3HZ",,,2017-12-31,,0.29,5,5,,local-authority-eng:MRT,owned by a public authority,,,not permissioned,,17240242,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Highlands House, 165-177 The Broadway, Wimbledon, SW19 1NE",,,2017-12-31,,0.29,5,5,,local-authority-eng:MRT,not owned by a public authority,,,not permissioned,,17240218,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
"Merton Youth Service, 21 Leyton Road, Colliers Wood, SW19 1DJ",,,2017-12-31,,0.33,5,5,,local-authority-eng:MRT,owned by a public authority,,,not permissioned,,17240216,https://maps.london.gov.uk/brownfield-site-register/,2017-12-31
