site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land West of Ashton Rd., Roade, NN7 2LF",,,2001-12-18,,11.10,,,Former Pianoforte Site:vacant commercial site with more than two-thirds previously developed with less than a third Greenfield land located to the south of Roade. Site area 11.1ha with 0.5ha for employment and/or doctors surgery,local-authority-eng:SNR,,,,,,BFL 1,,
"Burcote Road, Outline stage, Towcester, NN12 6TF & NN12 6LX",,,2001-12-18,,3.74,,,Burcote Road development: Hybrid Site: application for residential development [2.75 Brownfield newbuilt; 0.99 Greenfield newbuilt]; major part of site largely prepared for development,local-authority-eng:SNR,,,,,,BFL 2,,2017-11-21
"Brackley Sawmills, Stage 2, Northampton Road, Brackley, NN13 7DL,",,,2001-12-18,,2.36,,,Former Brackley Sawmills 2nd built-out stage:,local-authority-eng:SNR,,,,,,BFL 3,,
"Moat Lane, Outline stage, Towcester, NN12 6AD",,,2001-12-18,,2.74,,,Originally WNDC Outline Planning Permission - Outline application for regeneration of Moat Lane; residential development is just part of an otherwise dominantly commercial development site,local-authority-eng:SNR,,,,,,BFL 4,,
"Hayes Road, Deanshanger, MK19 6HP & MK19 6FA & MK19 6HR",,,2001-12-18,,1.63,,,Redevelopment of the former Elementis Works site (Site 1); [SNC588 partially built out previously with app. 2/2009/0411/P],local-authority-eng:SNR,,,,,,BFL 6,,2017-11-21
"Moat Lane, stage 2, Towcester, NN12 6AD",,,2001-12-18,,0.18,,,"Comprising of two smaller commercial sites within previous Plg. application S/2012/1476/MAF, however only the site identified under BFL7 has the residential element",local-authority-eng:SNR,,,,,,BFL 7,,
"Britannia Works, High Street & Maltings Row, Deanshanger, MK19 6HR",,,2001-12-18,,0.28,,,"Former Britannia Works: no site ref. in SHLAA 2012, though site is in between SNC454 & SNC588]",local-authority-eng:SNR,,,,,,BFL 8,,
"Brackley Sawmills, Outline stage, Brackley, NN13 5GF & NN13 5GG",,,2001-12-18,,0.49,,,Former Brackley Sawmills convers. to resident.,local-authority-eng:SNR,,,,,,BFL 9,,
"The Hunters, The Green Deanshanger, MK19 6HL",,,2001-12-18,,0.35,,,Conversion of former ambulance headquarters,local-authority-eng:SNR,,,,,,BFL 11,,2017-11-21
"Chaplins Yard, Stratford Road, Roade, NN7 2GB & NN7 2NJ",,,2001-12-18,,3.27,,,"3.27 ha for dwellings and Outline 0.5 ha for offices, Former Chaplins Haulage Yard Stratford Road Roade",local-authority-eng:SNR,,,,,,BFL 12,,
"Sun Moon and Stars, 64 High Street Blisworth NN7 3BJ",,,2001-12-18,,1.08,,,Conversion of Public House,local-authority-eng:SNR,,,,,,BFL 13,,
"Aynhoe Park House, Aynhoe Park, Aynhoe, OX17 3BQ",,,2001-12-18,,5.41,,,"Hybrid application: Proposed business use within [change of use of part of the main house] existing building and new residential, 5.41 whole site",local-authority-eng:SNR,,,,,,BFL 14,,
"Mill Lane, Brackley, stage 1, NN13 7AL [&NN13 7XU ]",,,2001-12-18,,0.36,,,Former Hawkins Salmon Site Mill Lane Brackley,local-authority-eng:SNR,,,,,,BFL 15,,2017-11-21
"100 High Street, Brackley, NN13 7DR",,,2001-12-18,,0.73,,,"Office to Res., applicants have not discharged conditions at 20/11/17",local-authority-eng:SNR,,,,,,BFL 16,,
"Old School House, Station Road, Cogenhoe, NN7 1LT",,,2001-12-18,,0.73,,,"Change of Use of Square Bear, The Old School House Station Road",local-authority-eng:SNR,,,,,,BFL 17,,
Manor Works 50 Church Street Cogenhoe NN7 1LS,,,2001-12-18,,0.15,,,"Convers,/ Extention of former barn & new builts on former Manor Works",local-authority-eng:SNR,,,,,,BFL 18,,2017-11-21
Silverstone C Of E Junior School Green Lane Silverstone NN12 8ES,,,2001-12-18,,0.49,,,"Redevelopment of former school: School still operates as Primary school, at appl. Date - site owned by Church of England, National Society for the Promotion of Education, applation from Northampton- shire. County Council",local-authority-eng:SNR,,,,,,BFL 19,,2017-11-21
"Hartwell Road, Roade NN7 2NT",,,2001-12-18,,0.60,,,B8 to C3: Land at Hartwell Road Roade:,local-authority-eng:SNR,,,,,,BFL 20,,2017-11-21
"Silverstone Infants School High Street Silverstone NN12 8US, Silverstone",,,2001-12-18,,0.35,,,"Redevelopment of former school site, [Northamptonshire County Council owned.], permananttly closed as school, no new application has come in for this site",local-authority-eng:SNR,,,,,,BFL 21,,2017-11-21
"Mill Lane, Brackley, stage 2, NN13 7AL [&NN13 7XU ]",,,2001-12-18,,1.48,,,"Former Hawkins Salmon Site Mill Lane Brackley, total site area used for timber works , storage and associated office use is 1.84ha; proposed density in SHLAA 2012 is 30 units per ha, [site is east of Mill Lane, Brackley, stage 1, BFL15]. This site is subject to FRZ 2/3. Site capacity therefore reduced from original SHLAA assessment to maximal 30-40 units.",local-authority-eng:SNR,,,,,,BFL 22,,2017-11-21
"Short Lane, Cogenhoe, NN7 1LE",,,2001-12-18,,1.58,,,Net Developable Area recalculated at 30 dwellings per hectare to reflect current market conditions. Site capacity therefore reduced from original SHLAA assessment to maximal 32 units.,local-authority-eng:SNR,,,,,,BFL 24,,2017-11-21
"Green Lane Nursery Springfield,Towcester NN12 8ES & NN12 6TQ",,,2001-12-18,,1.30,,,"Site curently contains one or two occupied dwellinghouses with gardens and some derelict land. Site is neighboured by a restaurant, which is disconnected from the hig-tier road network [Dec. 2017], but is close to the A43 bypass. Original application for greenhose contained both sites, the SHLAA area and the area of the restaurant.",local-authority-eng:SNR,,,,,,BFL 26,,2017-11-21
