site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Land at Beacon Farm, Eamont Bridge",yes,,2019-10-20,,1.91,24,24,,local-authority-eng:EDN,not owned by a public authority,2009-07-24,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=08/0447&ApplicationNumber=08%2F0447&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0098&ApplicationNumber=09%2F0098&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=11/0446&ApplicationNumber=11%2F0446&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=13/0514&ApplicationNumber=13%2F0514&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0095&ApplicationNumber=15%2F0095&AddressPrefix=&Postcode=&Submit=Search,permissioned,outline planning permission,17/EAM/0001,http://eforms.eden.gov.uk/fastweb_upload/2009%20Planning%20Applications/09-0098/0098-Site-Plan.pdf,
"Park Holme, Eamont Bridge",yes,,2019-10-20,,0.35,24,24,,local-authority-eng:EDN,not owned by a public authority,2014-07-15,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0440&ApplicationNumber=09%2F0440&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=09/0820&ApplicationNumber=09%2F0820&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=10/0900&ApplicationNumber=10%2F0900&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/0151&ApplicationNumber=14%2F0151&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0384&ApplicationNumber=17%2F0384&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=07/0388&ApplicationNumber=07%2F0388&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/EAM/0002,http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-0151/0151-Site-Location-Plan.pdf,
"Former Thompsons Board Mill, Little Salkeld",yes,,2019-10-20,,1.83,18,18,,local-authority-eng:EDN,not owned by a public authority,2004-07-23,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/0354&ApplicationNumber=14%2F0354&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0602&ApplicationNumber=17%2F0602&AddressPrefix=&Postcode=&Submit=Search,permissioned,outline planning permission,17/LSA/0003,http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-0354/0354-Location%20Plan%20-%20fmr%20Thompsons%20Board%20Paper%20Mill%20Little%20Salkeld.pdf,
"Former site of BBC Club, West Lane, Penrith",yes,,2019-10-20,,0.09,28,28,,local-authority-eng:EDN,owned by a public authority,2014-12-11,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/0836&ApplicationNumber=14%2F0836&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0142&ApplicationNumber=17%2F0142&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0554&ApplicationNumber=17%2F0554&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/PEN/0004,http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-0836/0836-Location-Plan.pdf,
"14a Carleton Road, Penrith",yes,,2019-10-20,,0.05,9,9,,local-authority-eng:EDN,not owned by a public authority,2015-03-05,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=04/0280&ApplicationNumber=04%2F0280&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/0922&ApplicationNumber=14%2F0922&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/PEN/0005,http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-0922/0922-Site-Plan.pdf,
"White Horse, Great Dockray, Penrith",yes,,2019-10-20,,0.02,5,5,,local-authority-eng:EDN,not owned by a public authority,2016-01-28,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0682&ApplicationNumber=15%2F0682&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0683&ApplicationNumber=15%2F0683&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/PEN/0006,http://eforms.eden.gov.uk/fastweb_upload/2015%20Planning%20Applications/15-0682/14-32-PL-100A%20Location%20Plan%201-1250%20A4.pdf,
"4 Corney Square, Penrith",yes,,2019-10-20,,0.01,5,5,,local-authority-eng:EDN,not owned by a public authority,2016-06-22,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0870&ApplicationNumber=15%2F0870&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=16/0994&ApplicationNumber=16%2F0994&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/PEN/0007,http://eforms.eden.gov.uk/fastweb_upload/2015%20Planning%20Applications/15-0870/0870-Location-Plan.pdf,
"Brent Road, Penrith",yes,,2019-10-20,,0.2,7,7,,local-authority-eng:EDN,owned by a public authority,2016-08-04,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/1168&ApplicationNumber=15%2F1168&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=16/1094&ApplicationNumber=16%2F1094&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/PEN/0008,http://eforms.eden.gov.uk/fastweb_upload/2015%20Planning%20Applications/15-1168/1168-SiteLocationPlan.pdf,
"Townhead Farm, Great Salkeld",yes,,2019-10-20,,0.4,9,9,,local-authority-eng:EDN,owned by a public authority,2016-10-12,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=14/1079&ApplicationNumber=14%2F1079&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0209&ApplicationNumber=17%2F0209&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0211&ApplicationNumber=17%2F0211&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0790&ApplicationNumber=17%2F0790&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=17/0894&ApplicationNumber=17%2F0894&AddressPrefix=&Postcode=&Submit=Search,permissioned,outline planning permission,17/GSA/0009,http://eforms.eden.gov.uk/fastweb_upload/2014%20Planning%20Applications/14-1079/1079-Site-Plan.pdf,
"Croft House, South End, Bolton",yes,,2019-10-20,,0.16,5,5,,local-authority-eng:EDN,not owned by a public authority,2016-06-09,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=05/0189&ApplicationNumber=05%2F0189&AddressPrefix=&Postcode=&Submit=Search│http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=15/0562&ApplicationNumber=15%2F0562&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/BOL/0010,http://eforms.eden.gov.uk/fastweb_upload/2015%20Planning%20Applications/15-0562/0562-Location_Plan.pdf,
"William Street, Penrith",yes,,2019-10-20,,0.12,7,7,,local-authority-eng:EDN,not owned by a public authority,2017-02-17,http://eforms.eden.gov.uk/fastweb/detail.asp?AltRef=16/0933&ApplicationNumber=16%2F0933&AddressPrefix=&Postcode=&Submit=Search,permissioned,full planning permission,17/PEN/0011,http://eforms.eden.gov.uk/fastweb_upload/2016%20Planning%20Applications/16-0933/16-0933-Location%20Plan.pdf,
