site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Roundhill, Tiverton",yes,,2017-12-31,,0.4,20,20,A proposed site allocation in the Mid Devon Local Plan Review subject to 20 affordable dwellings.,local-authority-eng:MDE,owned by a public authority,,,not permissioned,,MDDC/BF001,,2017-12-31
"Land between Blundells School and River Lowman, Tiverton",yes,,2017-12-31,,3.5,50,50,"Site previously allocated in the AIDPD (2011) and is currently part of a proposed allocation in the Local Plan Review for 200 dwellings with 28% affordable housing subject to approximately 8ha of GI, appropriate land shaping to raise areas for development above flood zone 3, provision of a junction on Heathcoat Way and a safeguarded route road through the site, provision and enhancement of cycle and pedestrian links in the area. The site is comprised of brownfield and greenfield land although only the brownfield proportion is included in the BLR. Minimum dwelling figure based on the same density assumptions proposed for the LPR allocation as a whole.",local-authority-eng:MDE,mixed ownership,,,not permissioned,,MDDC/BF002,,2017-12-31
"Newton Square, Bampton",,,2017-12-31,,0.25,5,5,A proposed site allocation in the Mid Devon Local Plan Review subject to 5 dwellings.,local-authority-eng:MDE,not owned by a public authority,,,not permissioned,,MDDC/BF003,,2017-12-31
"Phoenix Lane, Tiverton",,,2017-12-31,,1.1,60,60,"A proposed site allocation in the Mid Devon Local Plan Review for 60 dwellings (28% affordable), 7,000 sq.m of mixed commercial floorspace.",local-authority-eng:MDE,not owned by a public authority,,,not permissioned,,MDDC/BF004,,2017-12-31
"The Woods Group, Crediton",,,2017-12-31,,0.17,8,8,A proposed site allocation in the Mid Devon Local Plan Review for 8 dwellings.,local-authority-eng:MDE,not owned by a public authority,,,not permissioned,,MDDC/BF005,,2017-12-31
"Former Tiverton Parkway Hotel, Sampford Peverell",yes,,2017-12-31,,0.45,10,10,A proposed site allocation in the Mid Devon Local Plan Review subject to 10 dwellings including 30% affordable.,local-authority-eng:MDE,not owned by a public authority,,,not permissioned,,MDDC/BF006,,2017-12-31
"The Garage, Silverton",yes,,2017-12-31,,0.11,5,5,A proposed site allocation in the Mid Devon Local Plan Review subject to 5 dwellings.,local-authority-eng:MDE,not owned by a public authority,,,not permissioned,,MDDC/BF007,,2017-12-31
"Former Stone Crushing Works, Scotts Business Park, Bampton",yes,,2017-12-31,,3.41,13,13,"62 dwellings in total (including 14 affordable) 44 completed, 5 under construction, 13 approved with planning permission.",local-authority-eng:MDE,not owned by a public authority,2017-10-04,http://docs.middevon.gov.uk/pap/index.asp?caseref=12/01625/MFUL,permissioned,full planning permission,MDDC/BF008,,2017-12-31
"East of Simla Cottage, Ashleigh Park",yes,,2017-12-31,,0.45,4,4,4 x 4 bed detached bungalows.,local-authority-eng:MDE,not owned by a public authority,2017-07-25,https://planning.middevon.gov.uk/online-applications/applicationDetails.do?keyVal=ONO73FKS07T00&activeTab=summary,permissioned,reserved matters approval,MDDC/BF009,,2017-12-31
"47 Mill Street, Crediton, EX17 3AA",yes,,2017-12-31,,0.07,9,9,"Demolition of building and new build of 10 flats. 1 under construction, 9 approved with planning permission.",local-authority-eng:MDE,not owned by a public authority,2015-04-06,http://docs.middevon.gov.uk/pap/index.asp?caseref=14/02130/MFUL,permissioned,full planning permission,MDDC/BF010,,2017-12-31
