site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"St Petersgate Chambers, 35-45 St Petersgate, Stockport, SK1 1DH",yes,,2017-12-21,,0.07,7,7,,local-authority-eng:SKP,not owned by a public authority,2016-06-17,,permissioned,full planning permission,POINT(-2.159051 53.409376),SKB0017,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"The Arches, 1 Wellington Road South, Stockport, SK4 1AA",yes,,2017-12-21,,0.07,11,11,,local-authority-eng:SKP,not owned by a public authority,2016-07-29,,permissioned,full planning permission,POINT(-2.161963 53.409058),SKB0018,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"White Lion PH, 20-22 Great Underbank, Stockport, SK1 1LW",yes,,2017-12-21,,0.06,11,11,,local-authority-eng:SKP,not owned by a public authority,2017-05-12,,permissioned,full planning permission,POINT(-2.15866 53.411523),SKB0019,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"5 Ashfield Road, Cheadle, Stockport, SK8 1BB",yes,,2017-12-21,,0.01,6,6,,local-authority-eng:SKP,not owned by a public authority,2016-10-18,,permissioned,full planning permission,POINT(-2.213303 53.394769),SKB0020,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"75-109 Silverdale Road, Gatley, Stockport, SK8 4RF",yes,,2017-12-21,,0.21,6,6,,local-authority-eng:SKP,not owned by a public authority,2016-01-08,,permissioned,full planning permission,POINT(-2.225323 53.383373),SKB0021,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"2 Houldsworth Square, North Reddish, Stockport, SK5 7AG",yes,,2017-12-21,,0.02,5,5,,local-authority-eng:SKP,not owned by a public authority,2017-03-21,,permissioned,full planning permission,POINT(-2.1605 53.437473),SKB0022,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Williamson House, Williamson Street, North Reddish, Stockport, SK5 6AA",yes,,2017-12-21,,0.05,6,6,,local-authority-eng:SKP,not owned by a public authority,2016-03-01,,permissioned,full planning permission,POINT(-2.158071 53.438012),SKB0023,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"10 Manor Road, Marple, Stockport, SK6 6PW",yes,,2017-12-21,,0.27,6,6,,local-authority-eng:SKP,not owned by a public authority,2017-03-27,,permissioned,full planning permission,POINT(-2.064926 53.401488),SKB0024,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Orlando House, 11 Compstall Road, Marple Bridge, Stockport, SK6 5HH",yes,,2017-12-21,,0.08,7,7,,local-authority-eng:SKP,not owned by a public authority,2017-07-31,,permissioned,Other,POINT(-2.054509 53.412387),SKB0025,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"13 Vine Street, Hazel Grove, Stockport, SK7 4JS",yes,,2017-12-21,,0.15,13,13,,local-authority-eng:SKP,not owned by a public authority,2017-12-01,,permissioned,full planning permission,POINT(-2.121924 53.380807),SKB0026,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"35-39 London Road, Hazel Grove, Stockport, SK7 4AW",yes,,2017-12-21,,0.04,5,5,,local-authority-eng:SKP,not owned by a public authority,2016-02-29,,permissioned,full planning permission,POINT(-2.12584 53.383402),SKB0027,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"446 Buxton Road, Great Moor, Stockport, SK2 7JB",yes,,2017-12-21,,0.07,7,7,,local-authority-eng:SKP,not owned by a public authority,2017-02-14,,permissioned,full planning permission,POINT(-2.129517 53.385368),SKB0028,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Former Cherry Tree Hospital, Dialstone Lane, Stockport, SK2 7PZ",yes,,2017-12-21,,0.3,15,15,,local-authority-eng:SKP,not owned by a public authority,2016-12-14,,permissioned,full planning permission,POINT(-2.131522 53.392719),SKB0029,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"The Grove Inn, 53 London Road, Hazel Grove, Stockport, SK7 4AX",yes,,2017-12-21,,0.08,10,10,,local-authority-eng:SKP,not owned by a public authority,2014-03-13,,permissioned,full planning permission,POINT(-2.125076 53.382884),SKB0030,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"White Hart, 259 London Road, Hazel Grove, Stockport, SK7 4PL",yes,,2017-12-21,,0.07,5,5,,local-authority-eng:SKP,not owned by a public authority,2017-03-16,,permissioned,full planning permission,POINT(-2.118617 53.379177),SKB0031,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"99 and Bridge Works site, School Brow, Romiley, Stockport, SK6 3AT",yes,,2017-12-21,,0.35,39,39,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.099385 53.414123),SKB0032,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Gralan House, Green Lane, Romiley, Stockport, SK6 3JG",yes,,2017-12-21,,0.17,9,9,,local-authority-eng:SKP,not owned by a public authority,2016-04-01,,permissioned,full planning permission,POINT(-2.096734 53.412697),SKB0033,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Thorn Works, Mill Pool Close, Woodley, Stockport, SK6 1SB",yes,,2017-12-21,,0.3,9,9,,local-authority-eng:SKP,not owned by a public authority,2016-09-16,,permissioned,full planning permission,POINT(-2.101257 53.429577),SKB0034,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Cecil Court, Kent Road, Edgeley, Stockport, SK3 0JD",yes,,2017-12-21,,0.21,5,5,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.186163 53.403523),SKB0035,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Public House, 99 Manchester Road",yes,,2017-12-21,,0.15,6,6,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.164645 53.420954),SKB0036,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Lancashire Hill, Penny Lane",yes,,2017-12-21,,0.17,6,6,,local-authority-eng:SKP,mixed ownership,,,not permissioned,,POINT(-2.158937 53.415554),SKB0037,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Penny Lane, Cymbal Court",yes,,2017-12-21,,0.16,6,6,,local-authority-eng:SKP,mixed ownership,,,not permissioned,,POINT(-2.157906 53.418764),SKB0038,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Davenport Park Hotel, 175 Buxton Road, Stockport",yes,,2017-12-21,,0.19,7,7,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.145113 53.392258),SKB0039,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Car park at the Griffin Hotel, 600 Didsbury Road, SK4 3AJ",yes,,2017-12-21,,0.31,8,8,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.211011 53.411702),SKB0040,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Former Ford Dealership, 60 Buxton Road, Hazel Grove",yes,,2017-12-21,,0.2,8,8,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.107953 53.373095),SKB0041,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Cow And Calf Hotel, School Brow, Bredbury, Stockport SK6 3AT",yes,,2017-12-21,,0.22,8,8,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.101058 53.415499),SKB0042,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Mersey Dynamo, Range Road, Shaw Heath, Stockport, SK3 8EE",yes,,2017-12-21,,0.31,21,21,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.16359 53.397438),SKB0043,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Station Approach, Gorton Road, Reddish, Stockport, SK5 6RL",yes,,2017-12-21,,0.3,12,12,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.156082 53.449359),SKB0044,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Land off Stitch Lane, Heaton Norris, Stockport, SK4 1HS",yes,,2017-12-21,,0.34,13,13,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.170115 53.415209),SKB0045,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"R Bullock & Co, Commercial Garage, Stockport Road, SK8 2AG",yes,,2017-12-21,,0.33,13,13,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.208939 53.395289),SKB0046,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Former Tatton Cinema, Gatley Road, Gatley, Cheadle, SK8 4BD",yes,,2017-12-21,,0.34,22,22,,local-authority-eng:SKP,not owned by a public authority,2017-11-17,,permissioned,full planning permission,POINT(-2.233401 53.393437),SKB0047,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Former ATS site, 35 Buxton Rd, Stockport, SK2 6LU",yes,,2017-12-21,,0.36,14,14,,local-authority-eng:SKP,mixed ownership,,,not permissioned,,POINT(-2.151445 53.39753),SKB0048,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"17-31 Hexham Close, Offerton, Stockport, SK2 5PR",yes,,2017-12-21,,0.29,14,14,,local-authority-eng:SKP,owned by a public authority,,,not permissioned,,POINT(-2.120203 53.392699),SKB0049,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"265 Edgeley Road, Edgeley, Stockport",yes,,2017-12-21,,0.48,17,17,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.184647 53.39893),SKB0050,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Ash Hotel, 232 Manchester Road, Heaton Norris, Stockport",yes,,2017-12-21,,0.44,17,17,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.166808 53.423228),SKB0051,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Travis Perkins Depot, Lime Grove, Cheadle, Stockport, SK8 1PF",yes,,2017-12-21,,0.51,18,18,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.215871 53.395722),SKB0052,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Broadstone Mill, Broadstone Road, Reddish, SK5 7DL",yes,,2017-12-21,,0.61,90,90,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.165251 53.434979),SKB0053,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Springmount Mill, Northgate Road, Stockport ",yes,,2017-12-21,,0.77,175,175,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.179448 53.405682),SKB0054,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"The Ropeworks, Stanbank Street, Reddish",yes,,2017-12-21,,0.29,34,34,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.164081 53.422524),SKB0055,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Adswood Road/Stockholm Road (north of), Stockport, SK3 9QT",yes,,2017-12-21,,0.99,35,35,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.164511 53.395065),SKB0056,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Meadow Mill, Water Street, Portwood, Stockport, SK1 2BX",yes,,2017-12-21,,1.12,213,213,,local-authority-eng:SKP,not owned by a public authority,2017-09-18,,permissioned,full planning permission,POINT(-2.151507 53.418411),SKB0057,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Roland Road, Reddish, Stockport, SK5 6TJ",yes,,2017-12-21,,1.25,35,35,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.158704 53.435794),SKB0058,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Adswood Road/Siddington Avenue, Adswood",yes,,2017-12-21,,1.95,70,70,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.167254 53.394397),SKB0059,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Factories at Compstall Village, Andrew Street, Romiley",yes,,2017-12-21,,3.33,160,160,,local-authority-eng:SKP,mixed ownership,,,not permissioned,,POINT(-2.054012 53.413327),SKB0060,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Former Cheadle Brickwork Site, Adswood Road, Cheadle Hulme, SK8 5QY",yes,,2017-12-21,,9.33,160,160,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.171791 53.384282),SKB0061,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"87 Lower Hillgate, Stockport",yes,,2017-12-21,,0.36,25,25,,local-authority-eng:SKP,mixed ownership,,,not permissioned,,POINT(-2.155231 53.408816),SKB0062,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Former Sorting Office, Exchange Street, Stockport",yes,,2017-12-21,,0.59,90,90,,local-authority-eng:SKP,not owned by a public authority,,,not permissioned,,POINT(-2.163238 53.407538),SKB0063,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Land At Covent Gardens, Stockport",yes,,2017-12-21,,1.03,26,26,,local-authority-eng:SKP,owned by a public authority,2017-04-28,,permissioned,full planning permission,POINT(-2.157673 53.407795),SKB0064,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Hopes Carr, Stockport",yes,,2017-12-21,,1.42,60,60,,local-authority-eng:SKP,mixed ownership,,,not permissioned,,POINT(-2.154564 53.409223),SKB0065,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Unity Mill, Poleacre Lane, Woodley, Stockport",yes,,2017-12-21,,1.38,80,80,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.093554 53.434053),SKB0066,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
"Offerton Industrial Estate, Hempshaw Lane, Offerton, Stockport, SK2 5TJ",yes,,2017-12-21,,3.16,149,149,,local-authority-eng:SKP,not owned by a public authority,,,pending decision,,POINT(-2.134198 53.402999),SKB0067,https://www.stockport.gov.uk/brownfield/brownfield-land-register,2017-12-21
