site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Lewisham Retail Park, east of Jerrard Street",yes,,2017-11-30,,1.04,536,536,16/097629 for mixed use development including 536 residential units,local-authority-eng:LEW,not owned by a public authority,2017-10-18,,pending decision,full planning permission,LC015,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Tesco, Conington Road",yes,,2018-10-22,,2.63,1115,1115,Site Allocation LTC5 for mixed use development including 367 residential units,local-authority-eng:LEW,not owned by a public authority,,,pending decision,full planning permission,LC016,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Carpet Right, east of Thurston Road",,,2017-11-30,,0.28,242,242,Site Allocation LTC4 for mixed use development including 242 residential units,local-authority-eng:LEW,not owned by a public authority,,,pending decision,full planning permission,LC017,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"PLACE/Ladywell, former Ladywell Leisure Centre (remainder of site)",,,2018-10-22,,0.93,499,499,Site Allocation LTC7 for mixed use development including 120 residential units,local-authority-eng:LEW,owned by a public authority,,,not permissioned,,LC018,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Driving test centre, off Ennersdale Road",,,2017-11-30,,0.41,30,30,Site Allocation SA33 for mixed use development including 30 residential units,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,LC019,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
232 Hither Green Lane,,,2018-10-22,,0.03,6,6,"Lapsed 10/75392 for mixed use development including 4 x one bedroom, 1 x two bedroom and 1 x three bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,LC020,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"St Mungos Hostel, Spring Gardens, Arlington Close",yes,,2018-10-22,,0.96,28,28,17/102175 for residential development including 28 self-contained studio flats,local-authority-eng:LEW,owned by a public authority,2017-09-25,,permissioned,full planning permission,LC021,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
1 Wearside Road,yes,,2018-10-22,,0.08,9,9,"16/098097 for residential development including 1 x two bedroom wheelchair accessible bungalow, 2 x three storey, three bedroom houses plus 4 x two bedroom and 2 x one bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,2017-10-06,,permissioned,full planning permission,LC022,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
174-176 Lewisham High Street,yes,,2018-10-22,,0.03,6,6,17/105157 Prior approval for residential development including 6 residential units,local-authority-eng:LEW,not owned by a public authority,2018-02-13,,permissioned,full planning permission,LC023,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
19b Marischal Road,yes,,2018-10-22,,0.03,5,5,"16/098334 for residential development including 2 x two bedroom, 1 x three bedroom and 1 one bedroom self contained flats",local-authority-eng:LEW,not owned by a public authority,2017-03-10,,permissioned,full planning permission,LC024,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
Church Grove,yes,,2018-10-22,,0.35,33,33,"17/104264 for mixed use development including self-build 13 x one bedroom, 10 x two bedroom, 2 x three bedroom flats and 5 x three bedroom and 3 x four bedroom houses",local-authority-eng:LEW,owned by a public authority,2018-06-07,,permissioned,full planning permission,LC025,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
87-89 Loampit Vale,yes,,2017-11-30,,0.19,44,44,15/93403 for residential development including 49 self-contained dwellings,local-authority-eng:LEW,not owned by a public authority,2016-04-11,,permissioned,full planning permission,LD001,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
Land at 11 and 29 Embleton Road and 44 and 70 Algernon Road,yes,,2018-10-22,,0.45,4,4,18/105952 for residential development including 4 x three bedroom houses,local-authority-eng:LEW,owned by a public authority,2018-06-11,,permissioned,full planning permission,LD002,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
36 Old Road,yes,,2017-11-30,,0.16,9,9,14/087793 for residential development including 9 x four bedroom houses,local-authority-eng:LEW,not owned by a public authority,2014-11-13,,permissioned,full planning permission,LG001,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
87 Old Road,yes,,2018-10-22,,0.04,9,9,"14/090064 for residential development including 4 x one bedroom, 2 x two bedroom and 3 x three bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,2015-09-24,,permissioned,full planning permission,LG002,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Garages at Woodstock Court, Burnt Ash Hill",yes,,2018-10-22,,0.36,8,8,15/094702 for residential development including 8 x three bedroom dwellings,local-authority-eng:LEW,not owned by a public authority,2017-03-20,,permissioned,full planning permission,LG003,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Mayfields Hostel, 47 Burnt Ash Hill",yes,,2018-10-22,,0.08,21,21,"17/103886 for mixed use development including 24 x two bedroom, 16 three bedroomed self-contained flats and 7 x two storey houses",local-authority-eng:LEW,owned by a public authority,2018-08-02,,permissioned,full planning permission,LG004,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
Leegate Shopping Centre,yes,,2018-10-22,,0.49,229,229,14/90032 for mixed use development including 229 residential units,local-authority-eng:LEW,not owned by a public authority,,,pending decision,full planning permission,LG005,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Lee Green Estate, Cambridge Drive",yes,,2018-10-22,,1.9,12,12,"15/092720 for residential development including 4 x one bedroom, 4 x two bedroom and 4 x three bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,2018-02-22,,permissioned,full planning permission,LG006,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
"New Bermondsey, Surrey Canal Triangle",yes,,2017-11-30,,10.16,,,"11/76357 for mixed use development including 2,365 residential units",local-authority-eng:LEW,not owned by a public authority,2012-03-30,,permissioned,outline planning permission,NX001,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Faircharm Trading Estate, Creekside",yes,,2017-11-30,,0.97,148,148,"12/082000 for mixed use development including 63 x one-bedroom, 68 x two bedroom and 17 x 3 bedroom units",local-authority-eng:LEW,not owned by a public authority,2013-10-15,,permissioned,full planning permission,NX002,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"New Cross Gate station sites, 29, 23-27 Goodwood Road",,,2018-10-22,,0.61,148,148,Site Allocation SA5 (Lapsed 11/77418) for mixed use development including 148 residential units,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,NX003,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Bond House, Goodwood Road",yes,,2018-10-22,,0.24,89,89,14/090267 for mixed use development including 89 residential units,local-authority-eng:LEW,not owned by a public authority,2016-06-29,,permissioned,full planning permission,NX005,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
Roof extension at 110-114 Deptford High Street,,,2018-10-22,,0.1,5,5,Lapsed 14/088107 for residential development including 2 x one bedroom and 3 x two bedroom flats,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,NX007,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
465 New Cross Road,yes,,2017-11-30,,0.04,5,5,"11/78237 for mixed use development including 4 x one bedroom, 4 x two bedroom flats and 1 x two bedroom house",local-authority-eng:LEW,not owned by a public authority,2013-11-05,,permissioned,full planning permission,NX008,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Hatcham Works, New Cross Gate Retail Park/ Sainsbury, New Cross Road",,,2018-10-22,,3.67,799,799,Site Allocation SA6 for mixed use development including 200 residential units,local-authority-eng:LEW,mixed ownership,,,not permissioned,,NX009,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Sun Wharf, Cockpit Arts",,,2018-10-22,,1,233,233,Site Allocation SA11 for mixed use development including 200 residential units,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,NX010,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Giffin St Masterplan Area, Former Tidemill School (north of Reginald Road and south of Frankham Street)",yes,,2018-10-22,,1.25,193,193,"16/095039 for residential development including 78 x one bedroom, 97 x two bedroom, 26 x three bedroom, 8 x four bedroom units",local-authority-eng:LEW,mixed ownership,2018-07-16,,permissioned,full planning permission,NX011,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Former Deptford Green Secondary School, Amersham Vale",yes,,2018-10-22,,0.68,120,120,15/095027 for residential development including 120 residential units,local-authority-eng:LEW,mixed ownership,2018-07-16,,permissioned,full planning permission,NX012,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
2 Hatcham Park Mews,,,2018-10-22,,0.04,8,8,"Lapsed 08/68231 for residential development including 3 x one bedroom, 4 x two bedroom and 1 x three bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,NX013,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
Rear of 104 Deptford High Street,,,2018-10-22,,0.02,6,6,"Lapsed 08/68951 for mixed use development including two x studio flats, 4 x one bedroom self-contained flats",local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,NX014,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Thanet Wharf, Creekside Village East",yes,,2018-10-22,,0.75,394,394,Site Allocation SA12 for mixed use development including 226 residential units,local-authority-eng:LEW,mixed ownership,,,pending decision,full planning permission,NX015,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
54 Avonley Road,yes,,2018-10-22,,0.15,9,9,17/103958 for residential development including 9 residential units,local-authority-eng:LEW,not owned by a public authority,2018-04-20,,permissioned,full planning permission,NX016,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
153 New Cross Road,yes,,2018-10-22,,0.03,8,8,17/099960 for residential development including 6 x two bedroom units and 2 x one bedroom self-contained units,local-authority-eng:LEW,not owned by a public authority,2017-11-08,,permissioned,full planning permission,NX017,http://www.lewisham.gov.uk/brownfieldregister,2018-10-22
31 Dacres Road,yes,,2018-10-22,,0.11,7,7,15/092092 for residential development including 9 x two-bedroom self-contained flats.,local-authority-eng:LEW,not owned by a public authority,2016-06-10,,permissioned,full planning permission,PV002,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"Waldram Place & Perry Vale, east of the railway line",,,2018-10-22,,0.2,60,60,Site Allocation SA18 for mixed use development including 33 residential units,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,PV004,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
"8, 10 and 12 Perry Vale",,,2018-10-22,,0.03,8,8,Lapsed 11/78857 for residential development including 8 x1 bedroom self-contained flats,local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,PV005,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
236-238 Stanstead Road,,,2018-10-22,,0.03,5,5,"Lapsed 09/73071 The change of use, alteration and conversion of the existing ground floor shops and upper floors at SE23, to provide 3 x one bedroom, 2 x two bedroom self-contained flats and 2 x studio flats",local-authority-eng:LEW,not owned by a public authority,,,not permissioned,,PV006,http://www.lewisham.gov.uk/brownfieldregister,2017-11-30
