site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"Glendaragh, Barn Park Road, Teignmouth TQ14 8PN",yes,,2018-12-21,,0.26,15,15,Part of this site was started in 2002,local-authority-eng:TEI,not owned by a public authority,2001-10-26,,permissioned,full planning permission,BFR001,,2017-11-01
"Rosemary Avenue, Newton Abbot TQ12 1SB",yes,,2018-12-21,,0.12,6,6,Groundworks commenced keeping this live,local-authority-eng:TEI,not owned by a public authority,2006-03-22,,permissioned,full planning permission,BFR002,,2017-11-01
"Platway House, Torquay Road, Shaldon TQ14 0AU",yes,,2018-12-21,,0.47,9,9,started,local-authority-eng:TEI,not owned by a public authority,2008-07-01,,permissioned,full planning permission,BFR003,,2017-11-01
"Shapters Yard, Strand Hill, Dawlish EX7 9PS",yes,,2018-12-21,,0.04,9,9,completed,local-authority-eng:TEI,not owned by a public authority,2012-07-31,,permissioned,full planning permission,BFR004,,2017-11-01
"Former Wolborough Hospital, Old Totnes Road, Newton Abbot TQ12 6AA",yes,,2018-12-21,,1.14,15,13,started,local-authority-eng:TEI,not owned by a public authority,2013-01-21,,permissioned,full planning permission,BFR005,,2017-11-01
"Holcombe Hall, Holcombe Drive, Dawlish EX7 0JW",yes,,2018-12-21,,0.73,7,7,completed,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,BFR006,,2017-11-01
"14 Barton Villas, Dawlish EX7 9QJ",yes,,2018-12-21,,0.04,5,5,started,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,BFR007,,2017-11-01
"22 - 26 Wolborough Street, Newton Abbot TQ12 1JJ",yes,,2018-12-21,,0.18,38,38,started,local-authority-eng:TEI,not owned by a public authority,2014-10-10,,permissioned,full planning permission,BFR008,,2017-11-01
"Clay Lane, Teignmouth TQ14 8FW",yes,,2018-12-21,,0.08,21,21,2 phase scheme part 1 completed in 2009 - this phase started,local-authority-eng:TEI,not owned by a public authority,2014-10-09,,permissioned,full planning permission,BFR009,,2017-11-01
"land at Ilford Park, Stover, Newton Abbot TQ12 6PW",yes,,2018-12-21,,26.45,23,23,,local-authority-eng:TEI,not owned by a public authority,2016-06-01,,permissioned,full planning permission,BFR010,,2017-11-01
