site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
PORTSMOUTH MAIL CENTRE,yes,,2018-12-12,,0.5,150,150,Promoted through SHLAA call for sites. Vacant site with potential for mixed use development including residential,local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P5VYDIMO0F800,Not permissioned,,,19,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
BRUNEL HOUSE,yes,,2018-12-12,,0.27,150,150,Prior approval for change of use from office (Class B1) to form 153 residential dwellings (Class C3),local-authority-eng:POR,not owned by a public authority,2017-09-20,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OT2TUNMO02T00,permissioned,Other,,20,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
EAST LODGE,yes,,2018-12-12,,1.18,50,50,Construction of 2-storey building to form 72 bed residential care home and car parking,local-authority-eng:POR,owned by a public authority,2013-12-05,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=MUIJE3MO5G000,permissioned,full planning permission,,21,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
THE NEWS CENTRE,yes,,2018-12-12,,2.54,100,100,Part of the site still in use as printing press and distribution area. Former offices potential for residential redevelopment.,local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,22,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
ST JAMES HOSPITAL,yes,,2018-12-12,,33.13,444,444,"Promoted through SHLAA call for sites. Identified as potential for residential development, possible mixed use.",local-authority-eng:POR,mixed ownership,,,Not permissioned,,,23,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
UNITY HALL AND DEAF CENTRE,yes,,2018-12-12,,0.2,70,70,"Construction of up to 10-storey building to form halls of residence comprising 96 study bedrooms (Class C1) and communal facilities, cycle and refuse stores and car parking",local-authority-eng:POR,not owned by a public authority,2017-11-25,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OQTMEKMOMII00,permissioned,outline planning permission,,24,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
75 LONDON ROAD,yes,,2018-12-12,,0.31,6,6,Conversion of second floor from Dance Studio (Class D2) to form six dwellings (Class C3) with associated external alterations,local-authority-eng:POR,not owned by a public authority,2018-09-14,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P6O0TLMOMGO00,permissioned,full planning permission,,25,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
"COSHAM DELIVERY OFFICE, NORTHERN ROAD",yes,,2018-12-12,,0.09,6,6,Change of use to first and second floors from offices (Class B1) to form 6 flats (Class C3),local-authority-eng:POR,not owned by a public authority,2018-08-24,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P94UULMOG0000,permissioned,full planning permission,,26,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
ROYAL MARINE MUSEUM,yes,,2018-12-12,,0.16,20,20,,local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,27,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
"THE INVINCIBLE, WICKHAM STREET",yes,,2018-12-12,,0.03,40,40,"Outline application for construction of a twelve storey building (3,317sqm GEA) to provide 76no. 'co-living' bedspaces�",local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P8TM2KMOFUE00,pending decision,,,28,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
"POLICE STATION, KINGSTON CRESCENT",yes,,2018-12-12,,0.12,40,40,,local-authority-eng:POR,owned by a public authority,,,Not permissioned,,,29,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
COSHAM POLICE STATION/ HEALTH CENTRE,yes,,2018-12-12,,0.28,50,50,,local-authority-eng:POR,owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?keyVal=ZZZWCDMOXD000&activeTab=summary,Not permissioned,,,30,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
PCMI SIGNS,yes,,2018-12-12,,0.74,50,50,,local-authority-eng:POR,owned by a public authority,,,Not permissioned,,,31,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
CITY RECORDS OFFICE,yes,,2018-12-12,,0.39,91,91,,local-authority-eng:POR,owned by a public authority,,,Not permissioned,,,32,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
MIDDLE STREET,yes,,2018-12-12,,0.03,20,20,Outline application for the demolition of existing buildings and the construction of student residential accommodation (21 units) in a four storey building (Scale and access to be considered).,local-authority-eng:POR,mixed ownership,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PIUYABMOKFB00,pending decision,,,33,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
WINGFIELD HOUSE,yes,,2018-12-12,,0.28,200,200,Change of use of building from offices (Class B1(a)) to a Student Hall of Residence (Class C1) comprising 309 study studios,local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PHXQBUMOK0000,pending decision,,,34,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
REAR OF 40 HIGH STREET,yes,,2018-12-12,,0.02,5,5,CONSTRUCTION OF A 3 STOREY BUILDING TO FORM 5 DWELLINGS (FOLLOWING DEMOLITION OF EXISTING REAR PART OF BUILDING),local-authority-eng:POR,not owned by a public authority,2018-03-06,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OHEWTFMOI2V00,permissioned,full planning permission,,35,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
208-220 COMMERCIAL ROAD & 7-13 CRASSWELL STREET,yes,,2018-12-12,,0.09,20,20,Construction of minimum of 20 residential dwellings with retail use at ground and first floor,local-authority-eng:POR,not owned by a public authority,,,Not permissioned,,,36,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,
"PORTLAND HOTEL, 38 KENT ROAD",yes,,2018-12-12,,0.13,12,12,CONVERSION OF EXISTING BUILDING TO 12 FLATS,local-authority-eng:POR,not owned by a public authority,2017-05-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OE1RD8MOGI500,permissioned,full planning permission,,37,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
REAR OF ODEON CINEMA 92/96 LONDON ROAD,yes,,2018-12-12,,0.27,15,15,"15 DWELLINGS COMPRISING 8 THREE-STOREY HOUSES IN 2 TERRACES, 6 FLATS IN PART 2/3-STOREY BUILDING & 1 MAISONETTE",local-authority-eng:POR,not owned by a public authority,2018-03-22,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OIJDPZMOIMK00,permissioned,outline planning permission,,38,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
GARAGES ADJACENT TO 1A ST CHADS AVENUE,yes,,2018-12-12,,0.06,6,6,"Construction of a 3.5-storey block of seven flats with associated parking, landscaping, cycle and refuse stores following demolition of existing garage blocks",local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NXCHQGMOGPA00,pending decision,,,39,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2017-12-18
FORMER AMBULANCE STATION LAND ADJACENT TO THE HARBOUR CAR PARK,yes,,2018-12-12,,0.04,11,11,CONSTRUCTION OF 4 STOREY BUILDING COMPRISING 11 NO. 1 BED APARTMENTS (FOLLOWING DEMOLTION OF EXISTING BUILDING),local-authority-eng:POR,mixed ownership,2017-12-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OMWVN9MOKOM00,permissioned,full planning permission,,40,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
BRUNEL HOUSE 42 THE HARD,yes,,2018-12-12,,0.22,153,153,APPLICATION FOR PRIOR APPROVAL RELATING TO THE CHANGE OF USE FROM OFFICES (CLASS B1A) TO 153 RESIDENTIAL UNITS,local-authority-eng:POR,not owned by a public authority,2017-09-20,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OT2TUNMO02T00,permissioned,full planning permission,,41,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
ENTERPRISE HOUSE ISAMBARD BRUNEL ROAD,yes,,2018-12-12,,0.19,30,30,APPLICATION FOR PRIOR APPROVAL RELATING TO THE CHANGE OF USE FROM OFFICE USE (CLASS B1) OF PART OF FLOORS TO FLATS,local-authority-eng:POR,not owned by a public authority,2017-12-18,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OJVX08MOJ8500,permissioned,full planning permission,,42,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
PUBLIC HOUSE 127 ST MARYS ROAD,yes,,2018-12-12,,0.05,6,6,CHANGE OF USE OF PUBLIC HOUSE (CLASS A4) TO 6 DWELLINGS,local-authority-eng:POR,not owned by a public authority,2017-09-28,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OQD5NJMOMA400,permissioned,full planning permission,,43,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
GARAGE AND WORKSHOPS TRAFALGAR PLACE,yes,,2018-12-12,,0.04,6,6,CONS OF BUILDING WITH UNDERCROFT TO FORM 7 SELF CONTAINED FLATS AFTER DEMO OF EXISTING BUIDING,local-authority-eng:POR,not owned by a public authority,2016-11-03,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O6RGZ1MOKVF00,permissioned,full planning permission,,44,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
32 WESTERN PARADE,yes,,2018-12-12,,0.04,7,7,CHANGE OF USE FROM STUDENT HALLS OF RESIDENCE TO FORM 7 FLATS,local-authority-eng:POR,not owned by a public authority,2017-05-26,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ON3ZTJMOKRH00,permissioned,full planning permission,,45,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
"FLOORS 1,2 &3, 101 COMMERCIAL ROAD",yes,,2018-12-12,,0.01,9,9,"APP FOR PRIOR APPROVAL RELATING TO THE CHANGE OF USE FROM B1(A) OFFICE USE OF FLOOR 1, 2 & 3 TO 9 C3 FLATS",local-authority-eng:POR,not owned by a public authority,2017-03-23,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OKFND9MO0DR00,permissioned,full planning permission,,46,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
11 OSBORNE ROAD,yes,,2018-12-12,,0.03,5,5,CONVERSION OF EXISTING 5 DWELLINGS (CLASS C4) TO FORM 10 DWELLINGS (CLASS C3),local-authority-eng:POR,not owned by a public authority,2017-09-08,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=ORNOTDMOMYO00,permissioned,full planning permission,,47,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
235-249 GOLDSMITH AVENUE,yes,,2018-12-12,,0.33,70,70,CONSTRUCTION OF 2 BLOCKS TO FORM 70 FLATS AFTER DEMOLITION OF EXISTING BUILDINGS,local-authority-eng:POR,not owned by a public authority,2016-04-13,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NZT70ZMOHUG00,permissioned,full planning permission,,48,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
158-160 LONDON ROAD,yes,,2018-12-12,,0.07,6,6,"CONVERSION OF PART GROUND FLOOR, 1ST & 2ND FLOORS TO FORM 6 FLATS. RESUBMISSION OF 17/00365/FUL",local-authority-eng:POR,not owned by a public authority,2017-11-08,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OV8UB4MO0F800,permissioned,full planning permission,,49,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
FORMER SOUTHSEA COMMMUNITY CENTRE KING STREET,yes,,2018-12-12,,0.08,23,23,CONST OF 5 STOREY BUILDING TO FORM 23 FLATS,local-authority-eng:POR,owned by a public authority,2015-07-28,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NNIPLTMOJYO00,permissioned,full planning permission,,50,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
DIANE RUSSEL COURT 81 KINGSTON ROAD,yes,,2018-12-12,,0.05,9,9,CONSTRUCTION OF MANSARD ROOF TO FORM 3 FLATS,local-authority-eng:POR,owned by a public authority,2016-12-14,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OFJMG2MOH7S00,permissioned,full planning permission,,51,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
229-231 FIRST AND SECOND FLOOR COMMERCIAL ROAD,yes,,2018-12-12,,0.03,6,6,CONVERSION TO FORM 4 FLATS & 2 MAISONETTES WITH EXTERNAL ALTERATIONS,local-authority-eng:POR,not owned by a public authority,2016-06-24,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O59RQHMOK6L00,permissioned,full planning permission,,52,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
UNITS 8-10 PORTSMOUTH ROAD,yes,,2018-12-12,,0.04,6,6,EXTERNAL ALTERATIONS & CONVERSION OF GROUND FLOOR TO FORM 6 FLATS,local-authority-eng:POR,not owned by a public authority,2018-03-08,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OT1DKNMOFXA00,permissioned,full planning permission,,53,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
FORMER KINGSTON PRISON MILTON ROAD,yes,,2018-12-12,,2.66,230,230,REDEVELOPMENT/CONVERSION OF FORMER PRISON TO 271 DWELLINGS AND COMMERCIAL UNIT (A1/A3),local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PHVPZ9MOJZ200,Not permissioned,,,54,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
158 AND LAND AT REAR OF 154-172 SOUTHAMPTON ROAD,yes,,2018-12-12,,0.81,29,29,CONSTRUCTION OF 30 DWELLINGS,local-authority-eng:POR,not owned by a public authority,2017-01-31,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OAKH5GMO0DS00,permissioned,full planning permission,,55,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
8 QUEENS ROAD,yes,,2018-12-12,,0.04,8,8,CONVERSION OF EXISTING BUILDING WITH 1ST FLOOR EXTENSION & ERECTION OF 2ND STOREY TO FORM 6 NO. 1-BED & 2 NO. 2-BED FLATS,local-authority-eng:POR,not owned by a public authority,2017-12-14,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OUSI7YMOGT000,permissioned,full planning permission,,56,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
106 & 108 QUEENS ROAD,yes,,2018-12-12,,0.05,7,7,CONST OF 2/3 STOREY BUILD TO FORM 7 FLATS AFTER DEMO OF EXISTING BUILDING,local-authority-eng:POR,not owned by a public authority,2015-08-21,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=NNOI4EMOK1O00,permissioned,full planning permission,,57,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
251-253 NEW ROAD,yes,,2018-12-12,,0.06,9,9,APPLICATION FOR APPROVAL OF RESERVED MATTERS PURSUANT TO 12/00580/OUT FOR THE CONSTRUCTION OF A TERRACE OF 9 NO. DWELLINGS,local-authority-eng:POR,not owned by a public authority,2017-02-01,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OGN2Y3MOHQM00,permissioned,full planning permission,,58,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
170 MILTON ROAD,yes,,2018-12-12,,0.08,9,9,"Construction of 3-storey building to form 9 flats with associated parking, refuse/cycle stores and landscaping, following demolition of existing buildings.",local-authority-eng:POR,not owned by a public authority,2018-06-07,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OS0CQDMON5300,permissioned,full planning permission,,59,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
"LAND ADJ TO CATHERINE HOUSE, STANHOPE ROAD",yes,,2018-12-12,,0.35,147,147,"Mixed-use development comprising the construction of: 16-storey building to provide 147 dwellings and associated facilities (Class C3); 19-storey building to provide 222-bed hotel (Class C1), offices (Class B1a), events space (Class B1a/Class D2), 'sky bar' (Class A3/A4), restaurant/bar (Class A3/A4), and ground floor caf�/restaurants (Class A3) totalling 16,344sqm (GEA) of non-residential floorspace; basement parking and plant areas with access from Stanhope Road; associated facilities and landscaping works to Commercial Road, Stanhope Road and entrances to Victoria Park.",local-authority-eng:POR,not owned by a public authority,,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=OXRFRUMOI7400,pending decision,,,60,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
46A LEALAND ROAD,yes,,2018-12-12,,0.14,7,7,construction of 6 semi-detached houses and a single coach house unit to include vehicle parking and cycle/refuse stores with access from Lealand Road (following demolition of existing dwelling) (Amended scheme to 15/01671/FUL),local-authority-eng:POR,not owned by a public authority,2018-05-30,http://publicaccess.portsmouth.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P1DNL2MOJXL00,permissioned,full planning permission,,61,https://www.portsmouth.gov.uk/ext/development-and-planning/planning/brownfield-land-register,2018-12-12
