site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
York Barbican Paragon Street,yes,,2017-12-21,,0.96,0,0,"13/02135/FULM. Erection of 1 no. part 4/part 5 storey building comprising 175no. apartments and 1 no. 3 storey building comprising 12no. apartments with associated access, parking and landscaping",local-authority-eng:YOR,not owned by a public authority,2017-08-24,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.074263 53.953425),BR-022,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Garage Court Site at Challoner Road,yes,,2017-12-21,,0.12,0,0,14/01191/FUL. Residential development to include 6no. apartments and 2no. houses with associated parking and landscaping,local-authority-eng:YOR,owned by a public authority,2014-08-08,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.118166 53.934619),BR-013,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
1-12 Kensal Rise,yes,,2017-12-21,,0.15,0,0,"14/01857/FUL. Additional floor to accommodate 6no. roof top apartments with three new staircase pods and associated cycle stores, bin stores and parking to 1-12 Kensal Rise",local-authority-eng:YOR,not owned by a public authority,2015-01-09,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.073002 53.949101),BR-014,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Del Monte Skelton Park Trading Estate Skelton,yes,,2017-12-21,,2.29,0,0,14/01478/OUTM. Residential development for up to 60 dwellings,local-authority-eng:YOR,not owned by a public authority,2016-03-09,https://www.york.gov.uk/SearchPlanningApplications,permissioned,outline planning permission,POINT(-1.13509 53.995663),BR-023,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
G1 Newbury Avenue,yes,,2017-12-21,,0.28,0,0,14/01517/GRG3. Erection of 9no. apartments with associated parking and landscaping following demolition of garages,local-authority-eng:YOR,owned by a public authority,2014-10-08,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.120418 53.94561),BR-018,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
"Hungate Development Site (Blocks D, F, G & H)",yes,,2017-12-21,,4.1,0,0,"15/01709/OUTM. Outline application for Blocks G and H comprising either use class C3 or C2 and flexible commercial uses. Full application for Block D (186 residential units); and Block F (101 residential units), community centre (use class D1) and multi-storey car park",local-authority-eng:YOR,not owned by a public authority,2006-07-18,https://www.york.gov.uk/SearchPlanningApplications,permissioned,outline planning permission,POINT(-1.075113 53.959076),BR-025,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Car Parking Area Holgate Road,yes,,2017-12-21,,0.03,0,0,15/02295/FUL. Erection of 3 storey block of 6 no. Apartments,local-authority-eng:YOR,not owned by a public authority,2016-03-01,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.094808 53.953959),BR-003,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Colin Hicks Motors Garage & Yard to R/O 33 Bootham,yes,,2017-12-21,,0.05,0,0,15/02762/FUL. Erection of 9no. apartments and single storey detached refuse/recycling store following demolition of existing workshop/garage (B1c),local-authority-eng:YOR,not owned by a public authority,2016-07-07,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.086026 53.963905),BR-007,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
26-30 Swinegate,yes,,2017-12-21,,0.06,0,0,"16/01532/FUL. Conversion of upper floors of 4-6 Church Street and 26-30 Swinegate (use Class B1a) to form 8no. apartments, bin/recycling storage at ground floor and alterations to ground floor shop front",local-authority-eng:YOR,not owned by a public authority,2016-10-07,https://www.york.gov.uk/SearchPlanningApplications,permissioned,full planning permission,POINT(-1.081185 53.960156),BR-009,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
Mack & Lawler Builders Ltd 2a Low Ousegate,yes,,2017-12-21,,0.02,0,0,16/02710/ORC. Proposed change of use from offices to flats (use class C3) under Class J Part 3 Schedule 2 of Article 3 of The Town and Country Planning (General Permitted Development) Order 2015 (resubmission),local-authority-eng:YOR,not owned by a public authority,2017-03-06,https://www.york.gov.uk/SearchPlanningApplications,permissioned,other,POINT(-1.083357 53.957719),BR-001,https://www.york.gov.uk/downloads/download/4172/brownfield_register,2017-12-21
