site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
Former Gardner Site,yes,,2018-02-28,,1.43,43,43,Housing Allocation in Burnley's Local Plan (HS1/14),local-authority-eng:BUN,owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/1999/0369&reference=APP%2F1999%2F0369&search=search&recs=1&,not permissioned,,POINT(-2.264192 53.785726),BURN014,http://www.planvu.co.uk/burnleybc/bbcplanvu2.php,2018-01-12
Livingstone Mill,yes,,2018-02-28,,0.95,36,36,Housing Allocation in Burnley's Local Plan (HS1/17),local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2012/0089&address_short=livingstone+mill&search=search&recs=20&,not permissioned,,POINT(-2.243882 53.80361),BURN015,http://www.burnley.gov.uk/attachments/12_0089_existing_site_plan_&_location_plan.pdf,2018-01-12
Land NE of Sycamore Avenue,yes,,2018-02-28,,0.77,34,34,Housing Allocation in Burnley's Local Plan (HS1/19),local-authority-eng:BUN,not owned by a public authority,,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2011/0176&address_short=sycamore+avenue&search=search&recs=46&,not permissioned,,POINT(-2.273022 53.790562),BURN016,http://www.burnley.gov.uk/attachments/11_0176_Amemded__Proposed_site_plans.PDF,2018-01-12
Land at Oswald Street,yes,,2019-02-22,,0.6,8,8,Housing Allocation in Burnley's Local Plan (HS1/24). Planning permission for the erection of 8no. five bedroom detached dwellings.,local-authority-eng:BUN,not owned by a public authority,2018-02-20,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2017/0472&address_short=oswald+street&search=search&recs=52&,permissioned,full planning permission,POINT(-2.245481 53.799301),BURN017,http://www.burnley.gov.uk/attachments/app20170472_3_17%200472%20revised%20site%20plan.pdf,2018-01-12
Land at Cleaver Street,yes,,2019-02-22,,0.06,12,12,Planning permission for 12no. 2 bedroom apartments,local-authority-eng:BUN,not owned by a public authority,2018-12-18,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2017/0591&reference=app%2F2017%2F0591&search=search&recs=1&,permissioned,reserved matters approval,POINT(-2.234595 53.800021),BURN018,http://www.burnley.gov.uk/attachments/APP20170591_3_17%200591%20Prop%20Plans%20and%20Elevs.pdf,2019-02-22
Proctors Mill,yes,,2019-02-22,,0.2,26,26,Planning permission for change of use from nightclub and offices to 26 self-contained apartments,local-authority-eng:BUN,not owned by a public authority,2018-02-02,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2017/0470&reference=APP%2F2017%2F0470&search=search&recs=1&,permissioned,full planning permission,POINT(-2.246077 53.788197),BURN019,http://www.burnley.gov.uk/attachments/app20170470_7_Site%20plan.pdf,2019-02-22
Former Office Building Wytham Street,yes,,2019-02-22,,0.1,10,10,Planning permission to convert former workshop to 10 flats,local-authority-eng:BUN,not owned by a public authority,2018-11-19,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2018/0384&reference=APP%2F2018%2F0384&search=search&recs=1&,permissioned,full planning permission,POINT(-2.30878 53.794833),BURN020,http://www.burnley.gov.uk/attachments/APP20180384_11_1812%20-%20206%20-%20Proposed%20Site%20Layout.pdf,2019-02-22
2 Healey Wood Road,yes,,2019-02-22,,0.06,20,20,Planning permission for conversion of existing building into 20no. self-contained apartments,local-authority-eng:BUN,not owned by a public authority,2018-07-06,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2018/0018&reference=APP%2F2018%2F0018&search=search&recs=1&,permissioned,full planning permission,POINT(-2.245972 53.785914),BURN021,http://www.burnley.gov.uk/attachments/APP20180018_7_Dwg%2009A%20Prop%20Site%20Plan.pdf,2019-02-22
79-115 Brunshaw Avenue,yes,,2019-02-22,,0.25,10,10,Planning permssion for change of use of 10 mixed use units to 10 apartments,local-authority-eng:BUN,not owned by a public authority,2018-08-16,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2018/0151&reference=APP%2F2018%2F0151&search=search&recs=1&,permissioned,full planning permission,POINT(-2.216703 53.785748),BURN022,http://www.burnley.gov.uk/attachments/APP20180151_2_18%200151%20Amended%20Proposed%20Site%20Plan%2018%20Jul%2018.pdf,2019-02-22
"Royal Court, Tennyson Street",yes,,2019-02-22,,0.39,10,10,Planning permission for proposed erection of 10 no. bungalows,local-authority-eng:BUN,not owned by a public authority,2018-08-17,http://www.burnley.gov.uk/custom/plnapps/results.php?ref=APP/2017/0601&reference=APP%2F2017%2F0601&search=search&recs=1&,permissioned,full planning permission,POINT(-2.199958 53.811882),BURN023,http://www.burnley.gov.uk/attachments/APP20170601_0_04H%20Proposed%20Site%20Plan.pdf,2019-02-22
