site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,point,site,site-plan-url,start-date
"35 - 37 Roscoe Street, Scarborough",yes,,2017-12-18,,0.02,6,6,15/00354/FL. Demolition of existing building and construction of new building to house 6 new 2 bedroomed self contained flats,local-authority-eng:SCE,not owned by a public authority,2015-04-21,,permissioned,full planning permission,POINT(-0.411774 54.279753),BR-017,https://tinyurl.com/ybysdp6j,2017-12-18
"Spring Bank Yard, Spring Bank, Scarborough",yes,,2017-12-18,,0.06,5,5,14/02512/FL. Demolition of existing garages and erection of 5 No. two bedroom dwellings,local-authority-eng:SCE,not owned by a public authority,2015-06-23,,permissioned,full planning permission,POINT(-0.416333 54.272595),BR-018,https://tinyurl.com/y7nhwuo2,2017-12-18
"The Sands Development Site, Burniston Road, Scarborough",yes,,2017-12-18,,1.1,24,24,"16/00922/RM. Reserved matters application for a multiplex cinema, multi-storey car park, associated commercial units and residential apartments in relation to the development approved in outline under reference 15/01305/OL",local-authority-eng:SCE,owned by a public authority,2016-10-10,,permissioned,reserved matters approval,POINT(-0.409098 54.292607),BR-019,https://tinyurl.com/ybybd2p8,2017-12-18
"24 Vernon Road, Scarborough",yes,,2017-12-18,,0.08,33,33,15/02636/FL. Construction of student accommodation comprising 19 no. flats and 34 no. studio units along with associated access works,local-authority-eng:SCE,not owned by a public authority,2016-11-29,,permissioned,full planning permission,POINT(-0.400072 54.280084),BR-020,https://tinyurl.com/ycdskqco,2017-12-18
"Bagdale Garage, Bagdale, Whitby",yes,,2017-12-18,,0.14,13,13,03/01230/RM. Approval of Reserved matters redevelopment of site by means of 10 no dwellinghouses and 4 no flats,local-authority-eng:SCE,not owned by a public authority,2003-08-07,,permissioned,reserved matters approval,POINT(-0.619381 54.484327),BR-022,https://tinyurl.com/ybtsk87x,2017-12-18
"Universal Garage Co Ltd, Silver Street, Whitby",yes,,2017-12-18,,0.14,13,13,"07/01949/FL. Erection of 10 apartments and 3 houses with associated garaging, access, landscaping including demolition of existing vacant garage building",local-authority-eng:SCE,not owned by a public authority,2008-02-05,,permissioned,full planning permission,POINT(-0.616602 54.488016),BR-023,https://tinyurl.com/ychksawg,2017-12-18
"Argyle Garage, Argyle Road, Whitby",yes,,2017-12-18,,0.14,14,14,16/00426/FL. Demolition of existing garage and erection of 14 no. flats with parking and alterations to existing building to create a dwelling,local-authority-eng:SCE,not owned by a public authority,2016-09-16,,permissioned,full planning permission,POINT(-0.625737 54.489971),BR-024,https://tinyurl.com/yd33v8wd,2017-12-18
"GT Garages, Columbus Ravine, Scarborough",yes,,2017-12-18,,0.34,24,24,Demolition of existing premises and construction of retail units and dwellings,local-authority-eng:SCE,not owned by a public authority,2017-06-06,,permissioned,outline planning permission,POINT(-0.410554 54.284293),BR-026,https://tinyurl.com/yajdjj8f,2017-12-18
"Old Laundrette, Laundry Road, Filey",,,2017-12-18,,0.18,20,20,The site was previously derelict although there is now a car repair use there (planning application forthcoming April 2017). It remains an option for brownfield housing development and could accommodate circa 20 units on the site.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.28992 54.212202),BR-027,https://tinyurl.com/yacr2osx,2017-12-18
"Land at Carlton Road, Filey",,,2017-12-18,,0.2,12,12,"The site is behind a recently developed apartment scheme. It is shoe-horned in between housing and appears to be in some form of storage use, albeit the buildings are run-down. The site could accommodate a minimum of 12 units on the site, more depending on the form of housing.",local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.294131 54.211255),BR-028,https://tinyurl.com/yantmuky,2017-12-18
"Land at Cleveland Road, Scarborough",,,2017-12-18,,0.5,30,30,The site is in employment use and was identified in the SHELAA as a site that would be appropriate for residential use if it became available. It is unknown if this is deliverable in the short term but if so it could accommodate circa 30 dwellings.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.412059 54.282327),BR-029,https://tinyurl.com/y6us6dxk,2017-12-18
"Land at Melrose Street, Scarborough",,,2017-12-18,,0.6,30,30,14/02177/OL. Demolition of existing premises and construction of retail units and dwellings. Awaiting S106.,local-authority-eng:SCE,not owned by a public authority,,,permissioned,outline planning permission,POINT(-0.409328 54.284242),BR-030,https://tinyurl.com/ybdqm8ov,2017-12-18
"14-15 Queen Street, Scarborough",yes,,2017-12-18,,0.03,9,9,07/01990/FL. Proposed conversion of former auction rooms and offices to 9no flats,local-authority-eng:SCE,not owned by a public authority,,,permissioned,full planning permission,POINT(-0.399002 54.283908),BR-032,https://tinyurl.com/y7yvmvbx,2017-12-18
"Warehouse adjacent to 19/20 Albemarle Crescent, Scarborough",yes,,2017-12-18,,0.09,9,9,10/02272/FL. Extension to time limit relating to application reference 07/01824/FL for the demolition of two dwellings and carpet warehouse and the erection of 24 self contained two bedroomed flats,local-authority-eng:SCE,not owned by a public authority,,,permissioned,full planning permission,POINT(-0.403342 54.282113),BR-033,https://tinyurl.com/y7q53rnc,2017-12-18
"Filey Road Sports Club, Scarborough",yes,,2017-12-18,,2.41,40,40,Site is to be available shortly (Summer 2017) following the opening of the new Weaponness Leisure Village. This site could accommodate a minimum of 40 dwellings in a combination of houses and apartment. This could ne reduced if a suitable mixed scheme was proposed.,local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.399484 54.26591),BR-034,https://tinyurl.com/y8fkd2wd,2017-12-18
"Electricity Building, Filey Road, Gristhorpe (Phase 2)",yes,,2018-01-21,,1.61,40,40,Site is to the south of current permission for residential development and is suitable for further residential development on the footprint of the existing industrial units and hardstanding areas. It is considered the site could accommodate circa 40 units as included in the housing trajectory of the Local Plan.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.330221 54.220587),BR-035,https://tinyurl.com/ybkfgmns,2017-12-18
"Hylands, Filey Road, Scarborough",yes,,2017-12-18,,0.77,27,27,"16/01217/FL. Demolition of Hylands House and garage and erection of 1 no. four storey block of apartments and 2 no. three storey blocks of apartments to create 27 no. new dwellings, with access from Holbeck Hill",local-authority-eng:SCE,not owned by a public authority,,,permissioned,full planning permission,POINT(-0.392419 54.264774),BR-036,https://tinyurl.com/ycaf4zgs,2017-12-18
"Green Gables Hotel, West Bank, Scarborough",yes,,2017-12-18,,0.32,20,20,14/01122/OL. Outline application for demolition of existing hotel and construction of dwellings and apartments and conversion of end terrace property to flats. The proposal is for circa 20 to 25 flats.,local-authority-eng:SCE,not owned by a public authority,,,permissioned,outline planning permission,POINT(-0.418473 54.273657),BR-037,https://tinyurl.com/yblf798w,2017-12-18
"Marlborough Street, Scarborough",yes,,2017-12-18,,0.06,6,6,The site could be redeveloped for housing for between 6 and 10 dwellings.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.399048 54.286299),BR-038,https://tinyurl.com/yblbmzos,2017-12-18
"Westwood Campus Site, Valley Bridge, Scarborough",yes,,2017-12-18,,0.83,50,50,Site is allocated in the Local Plan (Ref: HA2). Conversion of college building (listed) into circa 50 apartments.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.404633 54.278113),BR-039,https://tinyurl.com/ybvzm55b,2017-12-18
"101 Prospect Mount Road, Scarborough",yes,,2017-12-18,,0.43,30,30,Site is allocated in the Local Plan (Ref: HA3). Redevelopment of County Council premises - Day Centre.,local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.429811 54.28406),BR-040,https://tinyurl.com/y7ancmef,2017-12-18
"Land at Yorkshire Coast College, Lady Edith's Drive, Scarborough",yes,,2017-12-18,,4.62,140,140,Site is allocated in the Local Plan (Ref: HA4). Redevelopment of college site.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.436554 54.284085),BR-041,https://tinyurl.com/y7gjtsw4,2017-12-18
"Land off Stakesby Road, Whitby (part of)",yes,,2017-12-18,,1.45,50,50,16/00825/FL (Part approved). Part of site approved for 20 dwellings (see BR-029). Remainder of site could accommodate up to 30 units. (Ref: HA16),local-authority-eng:SCE,owned by a public authority,2016-11-10,,permissioned,full planning permission,POINT(-0.628771 54.487417),BR-043,https://tinyurl.com/ycwul5cn,2017-12-18
"Residential Care Home, 1 Larpool Lane, Whitby",yes,,2017-12-18,,0.7,20,20,Site is allocated in Local Plan (Ref: HA20). Redevelopment of County Council premises - Care Home.,local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.611225 54.479038),BR-045,https://tinyurl.com/y9zt8ets,2017-12-18
"Silver Birches, Station Avenue, Filey",yes,,2017-12-18,,0.3,30,30,Site is allocated in Local Plan (Ref: HA25). Redevelopment of County Council premises - Care Home),local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.294638 54.210858),BR-046,https://tinyurl.com/ybwhywcu,2017-12-18
"99 Peasholm Drive, Scarborough",yes,,2018-09-05,,0.03,5,5,Conversion of residential rest home to 5 no. flats,local-authority-eng:SCE,not owned by a public authority,2018-02-21,,permissioned,full planning permission,POINT(-0.40937 54.28942),BR-049,https://tinyurl.com/ya4spj9s,2018-09-05
"Goodie New Shoes, 37-39 Huntriss Row, Scarborough",yes,,2018-09-05,,0.03,8,8,"Alterations, extension and change of use of upper floors from offices to flats and installation of new shop front",local-authority-eng:SCE,not owned by a public authority,2018-03-14,,permissioned,full planning permission,POINT(-0.40003 54.28111),BR-050,https://tinyurl.com/y7qgmk4s,2017-12-18
"13 Queen Street, Scarborough",yes,,2018-09-05,,0.01,9,9,Conversion of existing building into 9 apartments with associated alterations,local-authority-eng:SCE,not owned by a public authority,2018-03-22,,permissioned,full planning permission,POINT(-0.39896 54.28357),BR-051,https://tinyurl.com/y7semczm,2018-09-05
"Sandbech Hotel, 1-2 Crescent Terrace, Whitby",yes,,2018-09-05,,0.02,8,8,Change of use of part of Hotel to self contained apartments with associated external alterations,local-authority-eng:SCE,not owned by a public authority,2018-02-23,,permissioned,full planning permission,POINT(-0.61805 54.49009),BR-052,https://tinyurl.com/y6w5ojkh,2018-09-05
"Braeburn House, Moor Lane, Eastfield",yes,,2018-09-05,,0.39,29,29,Erection of 29 no. affordable apartments for older persons,local-authority-eng:SCE,owned by a public authority,2018-03-06,,permissioned,full planning permission,POINT(-0.39532 54.23947),BR-053,https://tinyurl.com/y82tozwa,2018-09-05
"84 Filey Road, Scarborough",yes,,2018-09-05,,0.19,18,18,Demolition of existing building and construction of 18no unit apartment block with car park and communal garden to the rear,local-authority-eng:SCE,not owned by a public authority,2018-03-29,,permissioned,full planning permission,POINT(-0.39385 54.26444),BR-054,https://tinyurl.com/yazse7sz,2018-09-05
"Former Scarborough Rugby Union Football Club, Scalby Road, Scalby, Scarborough",yes,,2018-09-05,,1.49,63,63,"Outline application for 24 dwellings, GPs surgery and 59 room Extra Care building, with full details of the Extra care building and new vehicular access",local-authority-eng:SCE,not owned by a public authority,2018-01-12,,permissioned,full planning permission,POINT(-0.44207 54.2951),BR-056,https://tinyurl.com/y7e3f4b5,2018-09-05
"Former site of 79 Cross Lane, Newby",yes,,2018-09-05,,0.17,8,8,Construction of 8 no. two bedroom apartments with on site parking,local-authority-eng:SCE,not owned by a public authority,2018-02-01,,permissioned,full planning permission,POINT(-0.42527 54.29479),BR-057,https://tinyurl.com/yc8pasgo,2018-09-05
"Land at Dean Road, Scarborough",yes,,2018-09-05,,0.48,30,30,Site is allocated in the Local Plan (Ref: HA5). Redevelopment of former St Mary's Hospital site.,local-authority-eng:SCE,not owned by a public authority,,,not permissioned,,POINT(-0.405644 54.284543),BR-059,https://tinyurl.com/ya9rxjvr,2017-12-18
"Electricity Building, Filey Road, Gristhorpe",yes,,2018-09-05,,2.4,45,45,"17/01827/RM. Demolition of offices and industrial buildings and erection of 45 residential dwellings including 7 affordable houses, creation of retail shop (A1), open space and associated infrastructure",local-authority-eng:SCE,not owned by a public authority,2018-01-23,,permissioned,reserved matters approval,POINT(-0.330164 54.222375),BR-060,https://tinyurl.com/y8kclfl6,2017-12-18
"Three Tuns Hotel, 26-30 Murray Street, Filey",yes,,2019-11-12,,0.19,8,8,17/02787/FL. Development of 8 dwellings,local-authority-eng:SCE,not owned by a public authority,2018-04-19,,permissioned,full planning permission,POINT(-0.288006 54.209164),BR-061,https://tinyurl.com/qst3vje,2019-11-12
"The Forge Tearooms, High Street, Brompton",yes,,2019-11-12,,0.1,7,7,18/00601/FL. Conversion of existing building to form 2 no. dwellings and the erection of 5 no. dwellings with associated garages and car ports,local-authority-eng:SCE,not owned by a public authority,2018-09-04,,permissioned,full planning permission,POINT(-0.551104 54.227165),BR-062,https://tinyurl.com/wfzjqmz,2019-11-12
"454 Scalby Road, Scalby",yes,,2019-11-12,,0.08,10,10,18/01587/FL. Erection of ten unit apartment block with associated parking and soft landscaping,local-authority-eng:SCE,not owned by a public authority,2018-10-08,,permissioned,full planning permission,POINT(-0.442005 54.29638),BR-063,https://tinyurl.com/wcejz6h,2019-11-12
"23 Alma Square, Scarborough",yes,,2019-11-12,,0.01,5,5,18/00623/FL. Conversion to form 5 No. flats and new dormer extension,local-authority-eng:SCE,not owned by a public authority,2018-06-19,,permissioned,full planning permission,POINT(-0.405259 54.280997),BR-064,https://tinyurl.com/v439kqp,2019-11-12
"Albemarle Chambers, Albemarle Crescent, Scarborough",yes,,2019-11-12,,0.01,16,16,18/02455/FL. Change of use of No. 62 from guest house to residential,local-authority-eng:SCE,not owned by a public authority,2018-11-14,,permissioned,full planning permission,POINT(-0.403743 54.281274),BR-065,https://tinyurl.com/y6w5ojkh,2019-11-12
"Pavilion House, Valley Bridge Road, Scarborough",yes,,2019-11-12,,0.15,43,43,18/01592/P3O. Change of use from offices to residential,local-authority-eng:SCE,not owned by a public authority,2019-08-15,,permissioned,full planning permission,POINT(-0.404361 54.280383),BR-066,https://tinyurl.com/r65pxov,2019-11-12
"Manor Road Nurseries, Scarborough",yes,,2019-11-12,,0.67,40,40,Demolition of Nursery Buildings and erection of 40 units,local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.418074 54.279683),BR-067,https://tinyurl.com/rayvsab,2019-11-12
"Former Argos Building, Scarborough",yes,,2019-11-12,,0.3,95,95,Demolition of building and erection of student and key worker flats,local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.397547 54.283412),BR-068,https://tinyurl.com/tjk5xcy,2019-11-12
"Whitby Hospital (Part of), Springhill, Whitby",yes,,2019-11-12,,0.67,60,60,Demolition of part of hospital and erection of extra care,local-authority-eng:SCE,owned by a public authority,,,not permissioned,,POINT(-0.617857 54.483743),BR-069,https://tinyurl.com/r4a2rtj,2019-11-12
