site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Land north west of Essex County Cricket Ground New Writtle Street Chelmsford,yes,,2017-10-30,,1.12,,,Site stalled,local-authority-eng:CHL,not owned by a public authority,2013-09-17,,permissioned,full planning permission,13/00690/ETL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Burrows Electrical Wholesalers Railway Street Chelmsford,yes,,2017-10-30,,0.06,,,,local-authority-eng:CHL,not owned by a public authority,2017-06-28,,permissioned,full planning permission,17/00142/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
47 Broomfield Road Chelmsford,yes,,2017-10-30,,0.11,,,Site stalled,local-authority-eng:CHL,not owned by a public authority,2016-09-30,,permissioned,full planning permission,16/01145/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Boreham Village Store Main Road Boreham,yes,,2017-10-30,,0.16,,,,local-authority-eng:CHL,not owned by a public authority,2017-05-05,,permissioned,full planning permission,17/00240/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Site rear of 139 to 141 Springfield Road Chelmsford,yes,,2017-10-30,,0.03,,,,local-authority-eng:CHL,not owned by a public authority,2017-02-01,,permissioned,full planning permission,16/02157/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Land South East of Riverbank Court Shrublands Close Chelmsford,yes,,2017-10-30,,0.08,,,Site stalled,local-authority-eng:CHL,not owned by a public authority,2012-07-25,,permissioned,full planning permission,12/00917/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Roadstar Tyre and Exhaust Centre New Writtle Street Chelmsford,yes,,2017-10-30,,0.06,,,,local-authority-eng:CHL,mixed ownership,2017-06-16,,permissioned,full planning permission,17/00207/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Land Rear of 132 Brock Hill Runwell,yes,,2017-10-30,,0.18,,,,local-authority-eng:CHL,not owned by a public authority,2017-08-10,,permissioned,full planning permission,17/00905/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Site at Park Lane Riding School Park Lane Ramsden Heath,yes,,2017-10-30,,0.38,,,,local-authority-eng:CHL,not owned by a public authority,2017-07-12,,permissioned,full planning permission,17/00079/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
The Grange Stock Road Stock,yes,,2017-10-30,,0.35,,,,local-authority-eng:CHL,not owned by a public authority,2017-08-09,,permissioned,full planning permission,17/00987/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Buildings rear of Oxney Grove Ongar Road West Writtle,yes,,2017-10-30,,0.06,,,,local-authority-eng:CHL,not owned by a public authority,2017-10-24,,permissioned,full planning permission,17/01049/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-10-30
Site at Crowsheath Farm Hawkswood Road Downham,yes,,2017-11-14,,0.45,,,,local-authority-eng:CHL,not owned by a public authority,2017-11-02,,permissioned,full planning permission,17/01074/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-11-06
101A Moulsham Street Chelmsford,yes,,2017-11-27,,0.19,,,,local-authority-eng:CHL,not owned by a public authority,2017-11-23,,permissioned,full planning permission,17/01746/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2017-11-27
CHESS Day Centre St Marks Centre Cottage Place Chelmsford,yes,,2018-01-15,,0.04,,,,local-authority-eng:CHL,not owned by a public authority,2018-01-11,,permissioned,full planning permission,17/01191/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2018-01-15
Brock Farm Ingatestone Road Stock Ingatestone,yes,,2018-01-31,,0.5,,,,local-authority-eng:CHL,not owned by a public authority,2018-01-31,,permissioned,full planning permission,17/00736/FUL,https://publicaccess.chelmsford.gov.uk/online-applications/search.do,2018-01-31
