site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Sangster Court Church Road Rayleigh SS6 8PZ,,,2017-12-28,,0.31,12,9,Site from 2017 SHELAA,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,ROC001,https://www.rochford.gov.uk/brownfield-register-site-map-roc001,2017-12-28
Lime Court and Poplar Court Greensward Lane Hockley SS5 5HB,,,2017-12-28,,0.6,24,18,Site from 2017 SHELAA,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,ROC002,https://www.rochford.gov.uk/brownfield-register-site-map-roc002,2017-12-28
Former Adult Community College Rocheway Rochford SS4 1DQ,yes,,2017-12-28,,1.05,74,74,"Site falls within Green Belt and adjacent to Open Space. Development went to development committee on 19 October 2017, awaiting Section 106 agreement as at December 2017.. Proposed Demolition of Vacant Adult Community Learning Centre and Redevelopment of the Site to Accommodate a 60 Unit Independent Living Residential Home (Class C2) With Associated Infrastructure and Car Park, and 14 Dwelling Houses (Class C3), Vehicle Access and Hard and Soft Landscaping",local-authority-eng:ROC,owned by a public authority,,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Adult+Community+College,pending decision,,ROC003,https://www.rochford.gov.uk/brownfield-register-site-map-roc003,2017-12-28
Castle Road Recycling Centre Rayleigh SS6 7RP,yes,,2017-12-28,,0.31,12,9,Site from 2017 SHELAA,local-authority-eng:ROC,owned by a public authority,,,not permissioned,,ROC004,https://www.rochford.gov.uk/brownfield-register-site-map-roc004,2017-12-28
Eldon Way/Foundry Industrial Estate Hockley,,,2017-12-28,,4.6,150,150,"Site is allocated for residential development in the Rochford District Council Allocations Plan 2014. A small part of the site was approved for 20 dwellings at a development committee in March 2016, awaiting Section 106 agreement as at December 2017.. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",local-authority-eng:ROC,mixed ownership,,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=15%2F00144%2FOUT,pending decision,,ROC005,https://www.rochford.gov.uk/brownfield-register-site-map-roc005,2017-12-28
Stambridge Mills Rochford,,,2017-12-28,,1.84,50,41,Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,ROC006,https://www.rochford.gov.uk/brownfield-register-site-map-roc006,2017-12-28
Rawreth Industrial Estate Rayleigh,,,2017-12-28,,6.2,140,93,Site is allocated for residential development in the Rochford District Council Allocations Plan 2014.. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf,local-authority-eng:ROC,mixed ownership,,,not permissioned,,ROC007,https://www.rochford.gov.uk/brownfield-register-site-map-roc007,2017-12-28
Crystal House 1 The Approach Rayleigh SS6 9AA,yes,,2017-12-28,,0.1,14,14,Site forms part of the Council's housing land trajectory.. Details of Demolish Existing Building and Construct Three Storey building With Pitched Roof and Roof Deck Amenity Area to Provide 2 No. One Bedroomed and 12 No. Two Bedroomed Flats (14 No. Total),local-authority-eng:ROC,not owned by a public authority,2012-12-07,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=crystal+house,permissioned,reserved matters approval,ROC008,https://www.rochford.gov.uk/brownfield-register-site-map-roc008,2017-12-28
22 Main Road Hockley SS5 4QS,yes,,2017-12-28,,0.1,10,10,"Site forms part of the Council's housing land trajectory.. Construct New Roof to Outbuilding and Convert to 3 Bed Live Work Unit, Single Storey Front Extension and Three Storey Rear Extension and Additional Floor to Main Building to Provide Shop and Development of 8 No. One Bedroomed Flats and 2 No. Two Bedroomed Flats With Parking and Amenity Areas",local-authority-eng:ROC,not owned by a public authority,2015-02-20,http://maps.rochford.gov.uk/DevelopmentControl.aspx?requesttype=parsetemplate&template=DevelopmentControlApplication.tmplt&basepage=DevelopmentControl.aspx&Filter=^REFVAL^='13/00469/FUL'&history=62d08dd1151d470782dd3bd093047e63,permissioned,full planning permission,ROC009,https://www.rochford.gov.uk/brownfield-register-site-map-roc009,2017-12-28
5A Castle Road Rayleigh SS6 7QD,yes,,2017-12-28,,0.06,9,9,Site forms part of the Council's housing land trajectory.. Change of Use From Gymnasium/Beauty Salonn to 6No 1-bed and 1No. 2-bed Self-contained Flats to Ground and First Floors and add Additional Floor With 2 No 1-bed Flats,local-authority-eng:ROC,not owned by a public authority,2015-10-15,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=5A+Castle+Road,permissioned,full planning permission,ROC010,https://www.rochford.gov.uk/brownfield-register-site-map-roc010,2017-12-28
Star Lane Brickworks Star Lane Great Wakering,yes,,2017-12-28,,5.8,116,116,"Site is allocated for residential developmentunder policy BFR1 of the Rochford District Council Allocations Plan 2014.. Redevelopment To Provide 116 Dwellings Comprising 7no. One Bedroomed Flats, 6no. Two Bedroomed Flats, 24no. Two Bedroomed Houses, 44no. Three Bedroomed Houses And 35no. Four Bedroomed Houses, With Associated Parking, Landscaping and Open Space, Access From Star Lane And Construction Of Sub-Station. https://www.rochford.gov.uk/sites/default/files/documents/files/planning_all_allplan.pdf",local-authority-eng:ROC,not owned by a public authority,2015-04-08,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Star+Lane+Brickworks,permissioned,full planning permission,ROC011,https://www.rochford.gov.uk/brownfield-register-site-map-roc011,2017-12-28
Scout Hall Adjacent 11 Love Lane Rayleigh,yes,,2017-12-28,,0.03,5,5,Site forms part of the Council's housing land trajectory.. Proposed 3-storey building to provide 5 no. 1-bed flats with associated car parking and amenity space,local-authority-eng:ROC,not owned by a public authority,2015-09-24,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=scout+hall+love+lane,permissioned,full planning permission,ROC012,https://www.rochford.gov.uk/brownfield-register-site-map-roc012,2017-12-28
