site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
Bullwood Hall Bullwood Hall Lane Hockley,yes,,2017-12-28,,3.6,60,60,"Site forms part of the Council's housing land trajectory.. Outline Application to Demolish Existing Prison Complex Buildings, Convert Bullwood Hall into Terrace of Three Houses Incorporating Extension, Provide Residential Development of 60no. Dwellings, Alterations to Access and Access Road",local-authority-eng:ROC,not owned by a public authority,2015-12-16,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Site+of+Bullwood+Hall,permissioned,outline planning permission,ROC013,https://www.rochford.gov.uk/brownfield-register-site-map-roc013,2017-12-28
Rochford Delivery Office 50 East Street Rochford SS4 1AZ,yes,,2017-12-28,,0.09,8,8,Site forms part of the Council's housing land trajectory.. Construct First Floor Rear Extension and Construct Two Storey Side/Rear Extension and Convert Resultant Building into 7no. Two Bedroomed and 1no. One Bedroomed (8 Total) Flats,local-authority-eng:ROC,not owned by a public authority,2016-03-31,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=50+East+Street,permissioned,full planning permission,ROC014,https://www.rochford.gov.uk/brownfield-register-site-map-roc014,2017-12-28
6 North Street Rochford SS4 1AB,yes,,2017-12-28,,0.04,5,5,Site forms part of the Council's housing land trajectory.. Demolish Shop and Flat Over and Construct Development Comprising Six Flats and Parking Area. Construct New Access onto East,local-authority-eng:ROC,not owned by a public authority,2016-05-04,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=6+North+Street,permissioned,full planning permission,ROC015,https://www.rochford.gov.uk/brownfield-register-site-map-roc015,2017-12-28
Garage Block The Evergreens Kimberley Road Little Wakering,yes,,2017-12-28,,0.05,6,6,"Site forms part of the Council's housing land trajectory.. Demolish Existing Garage Block and Construct Two Storey Building to Provide 1 No. One Bedroomed Apartment and 5 No. Two Bedroomed Apartments With Associated Parking, Refuse and Cycle Store",local-authority-eng:ROC,not owned by a public authority,2017-05-11,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=Garage+Block+Evergreens,permissioned,full planning permission,ROC016,https://www.rochford.gov.uk/brownfield-register-site-map-roc016,2017-12-28
Timber Grove London Road Rayleigh,yes,,2017-12-28,,3.03,91,83,This site forms a small part of the housing allocation Policy SER1 of the Rochford District Council Allocations Plan (2014),local-authority-eng:ROC,not owned by a public authority,,,pending decision,,ROC017,https://www.rochford.gov.uk/brownfield-register-site-map-roc017,2017-12-28
68-72 West Street Rochford,yes,,2017-12-28,,0.21,13,6,Site from 2017 SHELAA. Site falls within Rochford Town Centre Conservation Area and Rochford Town Centre Area Action Plan policy area.,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,ROC018,https://www.rochford.gov.uk/brownfield-register-site-map-roc018,2017-12-28
162-168 High Street Rayleigh,yes,,2017-12-28,,0.17,10,5,Site from 2017 SHELAA. Site falls within Rayleigh Air Quality Management Area (AQMA),local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,ROC019,https://www.rochford.gov.uk/brownfield-register-site-map-roc019,2017-12-28
247 London Road Rayleigh SS6 9DW,yes,,2017-12-28,,0.2,12,6,Site from 2017 SHELAA.,local-authority-eng:ROC,not owned by a public authority,,,not permissioned,,ROC020,https://www.rochford.gov.uk/brownfield-register-site-map-roc020,2017-12-28
11 West Street Rochford SS4 1BE,yes,,2017-12-28,,0.01,11,11,Site with planning permission for 11no. residential development. Convert Kings Head public house to 11 no multiple occupancy bed sitting units and 3 no self contained shop units,local-authority-eng:ROC,not owned by a public authority,2017-12-14,http://maps.rochford.gov.uk/DevelopmentControl.aspx?pageno=1&pagerecs=10&maxrecords=100&template=DevelopmentControlResults.tmplt&requestType=parseTemplate&history=96d2ceb3f4934fe195f5942e26f9b9dc&usesearch=true&order=DATEAPRECV%3ADESCENDING&q%3ALIKE=11+West+Street,permissioned,other,ROC021,https://www.rochford.gov.uk/brownfield-register-site-map-roc021,2017-12-28
"Former Dairy Crest Site, Rear of 98 to 128 High Street, Rayleigh",yes,,2017-12-28,,0.22,9,7,Site owner has previously submitted pre-application advice request,local-authority-eng:ROC,owned by a public authority,,,not permissioned,,ROC022,https://www.rochford.gov.uk/brownfield-register-site-map-roc022,2017-12-28
